work_tract,home_tract,S000,SA01,SA02,SA03,SE01,SE02,SE03,SI01,SI02,SI03
40109106909,40109104200,3,3,0,0,3,0,0,0,1,2
40109106909,40109105000,3,1,2,0,0,3,0,0,3,0
40109106909,40109105202,1,1,0,0,0,1,0,0,1,0
40109106909,40109105903,1,0,1,0,1,0,0,0,0,1
40109106909,40109105904,3,3,0,0,0,3,0,0,2,1
40109106909,40109105905,4,2,2,0,0,1,3,0,4,0
40109106909,40109105906,5,1,3,1,0,2,3,0,3,2
40109106909,40109105907,1,0,0,1,0,1,0,1,0,0
40109106909,40109106200,1,0,1,0,1,0,0,0,0,1
40109106909,40109106303,1,0,0,1,0,1,0,0,0,1
40109106909,40109106501,1,0,0,1,0,1,0,0,1,0
40109106909,40109106503,2,0,1,1,1,1,0,0,0,2
40109106909,40109106602,1,0,0,1,0,1,0,0,1,0
40109106909,40109106702,1,0,1,0,0,1,0,0,0,1
40109106909,40109106707,3,1,2,0,2,1,0,0,0,3
40109106909,40109106708,3,3,0,0,3,0,0,0,0,3
40109106909,40109106803,5,0,5,0,0,1,4,0,4,1
40109106909,40109106903,4,1,1,2,2,2,0,0,0,4
40109106909,40109106909,18,4,6,8,6,4,8,2,7,9
40109106909,40109106910,4,0,4,0,3,0,1,0,1,3
40109106909,40109106911,2,0,0,2,0,0,2,2,0,0
40109106909,40109106912,2,0,0,2,2,0,0,0,0,2
40109106909,40109106913,3,0,3,0,2,1,0,0,1,2
40109106909,40109106914,4,2,1,1,1,2,1,1,0,3
40109106909,40109106915,3,0,2,1,3,0,0,0,0,3
40109106909,40109107001,1,1,0,0,0,0,1,0,1,0
40109106909,40109107103,1,0,1,0,0,1,0,0,1,0
40109106909,40109107210,1,0,0,1,0,1,0,0,0,1
40109106909,40109107212,1,1,0,0,0,1,0,0,1,0
40109106909,40109107214,1,0,1,0,0,0,1,1,0,0
40109106909,40109107216,1,0,1,0,0,1,0,0,0,1
40109106909,40109107217,3,0,3,0,0,1,2,0,0,3
40109106909,40109107220,4,0,4,0,0,4,0,0,0,4
40109106909,40109107221,1,1,0,0,0,1,0,0,1,0
40109106909,40109107306,3,3,0,0,0,3,0,0,3,0
40109106909,40109107401,2,1,1,0,1,0,1,0,2,0
40109106909,40109107404,1,0,1,0,0,0,1,1,0,0
40109106909,40109107706,1,0,1,0,1,0,0,0,1,0
40109106909,40109107805,2,0,2,0,0,2,0,0,0,2
40109106909,40109107810,1,0,0,1,1,0,0,0,1,0
40109106909,40109108003,3,3,0,0,2,1,0,0,2,1
40109106909,40109108008,1,0,1,0,0,1,0,0,0,1
40109106909,40109108101,2,0,2,0,1,0,1,0,0,2
40109106909,40109108107,1,0,0,1,1,0,0,0,0,1
40109106909,40109108114,2,0,0,2,0,2,0,0,2,0
40109106909,40109108204,1,0,1,0,0,1,0,1,0,0
40109106909,40109108206,1,0,1,0,0,1,0,0,0,1
40109106909,40109108215,2,0,1,1,0,1,1,1,0,1
40109106909,40109108219,3,0,0,3,0,3,0,0,0,3
40109106909,40109108221,1,1,0,0,0,0,1,0,0,1
40109106909,40109108301,2,0,0,2,2,0,0,0,2,0
40109106909,40109108304,1,0,0,1,0,1,0,0,0,1
40109106909,40109108310,1,0,1,0,0,0,1,1,0,0
40109106909,40109108314,1,1,0,0,0,1,0,0,0,1
40109106909,40109108317,1,0,1,0,1,0,0,0,0,1
40109106909,40109108504,1,0,0,1,0,1,0,0,0,1
40109106909,40109108506,4,0,2,2,0,0,4,2,0,2
40109106909,40109108521,1,0,1,0,0,1,0,0,0,1
40109106909,40109108523,4,4,0,0,4,0,0,0,0,4
40109106909,40109108524,1,1,0,0,1,0,0,0,0,1
40109106909,40109108527,2,0,0,2,0,2,0,0,0,2
40109106909,40109108704,1,0,1,0,0,0,1,1,0,0
40109106909,40109108802,1,0,1,0,0,0,1,0,1,0
40109106909,40109109003,1,0,1,0,0,0,1,0,1,0
40109106909,40109109004,1,1,0,0,1,0,0,0,1,0
40109106910,40109100200,1,1,0,0,0,1,0,0,0,1
40109106910,40109100400,1,0,1,0,1,0,0,0,0,1
40109106910,40109100500,2,2,0,0,2,0,0,0,0,2
40109106910,40109100700,2,2,0,0,0,2,0,0,0,2
40109106910,40109100800,1,0,1,0,0,0,1,0,0,1
40109106910,40109102200,1,0,1,0,0,1,0,0,0,1
40109106910,40109102300,1,0,0,1,1,0,0,0,0,1
40109106910,40109103000,1,0,1,0,0,1,0,0,0,1
40109106910,40109104300,2,1,0,1,1,1,0,0,0,2
40109106910,40109104900,1,1,0,0,0,1,0,0,0,1
40109106910,40109105202,1,0,0,1,0,0,1,0,0,1
40109106910,40109105500,1,0,0,1,1,0,0,0,0,1
40109106910,40109105904,3,0,3,0,0,3,0,0,0,3
40109106910,40109105905,1,0,1,0,1,0,0,0,0,1
40109106910,40109105906,1,0,1,0,0,1,0,0,0,1
40109106910,40109105907,1,0,1,0,1,0,0,0,1,0
40109106910,40109106100,2,0,2,0,0,0,2,0,0,2
40109106910,40109106302,2,0,2,0,0,2,0,1,0,1
40109106910,40109106303,4,1,2,1,2,1,1,0,3,1
40109106910,40109106401,2,2,0,0,1,1,0,0,0,2
40109106910,40109106601,1,0,1,0,0,0,1,0,0,1
40109106910,40109106602,1,0,0,1,0,0,1,0,0,1
40109106910,40109106606,1,0,0,1,0,0,1,0,0,1
40109106910,40109106607,1,0,1,0,0,1,0,0,0,1
40109106910,40109106609,2,0,2,0,0,0,2,0,2,0
40109106910,40109106702,5,1,3,1,1,3,1,0,0,5
40109106910,40109106704,5,0,3,2,4,0,1,0,1,4
40109106910,40109106705,1,0,0,1,0,0,1,0,0,1
40109106910,40109106706,2,0,1,1,0,2,0,0,1,1
40109106910,40109106707,4,1,2,1,2,0,2,0,0,4
40109106910,40109106708,2,0,0,2,0,2,0,0,0,2
40109106910,40109106802,1,0,0,1,0,1,0,0,0,1
40109106910,40109106803,5,3,2,0,3,1,1,3,0,2
40109106910,40109106804,3,1,2,0,2,1,0,0,1,2
40109106910,40109106902,1,0,1,0,1,0,0,0,0,1
40109106910,40109106903,2,1,1,0,1,1,0,0,0,2
40109106910,40109106906,2,0,2,0,0,0,2,0,0,2
40109106910,40109106909,2,0,2,0,1,0,1,0,0,2
40109106910,40109106910,8,0,5,3,2,1,5,0,0,8
40109106910,40109106913,2,0,2,0,0,2,0,2,0,0
40109106910,40109106914,4,2,1,1,3,0,1,0,1,3
40109106910,40109106915,3,1,2,0,0,1,2,0,0,3
40109106910,40109107001,2,2,0,0,0,2,0,0,1,1
40109106910,40109107104,4,1,2,1,1,3,0,0,0,4
40109106910,40109107206,1,1,0,0,0,1,0,0,1,0
40109106910,40109107209,1,0,1,0,0,1,0,0,0,1
40109106910,40109107212,2,1,1,0,0,1,1,0,0,2
40109106910,40109107213,1,1,0,0,1,0,0,0,0,1
40109106910,40109107218,1,0,0,1,0,0,1,0,1,0
40109106910,40109107219,1,0,1,0,0,0,1,0,0,1
40109106910,40109107222,1,1,0,0,0,1,0,0,0,1
40109106910,40109107302,1,1,0,0,0,1,0,0,0,1
40109106910,40109107401,2,0,0,2,0,2,0,0,0,2
40109106910,40109107403,3,3,0,0,2,1,0,0,0,3
40109106910,40109107404,1,0,0,1,1,0,0,0,0,1
40109106910,40109107500,1,0,0,1,0,1,0,0,0,1
40109106910,40109107604,4,1,3,0,1,0,3,0,3,1
40109106910,40109107606,1,0,0,1,1,0,0,0,0,1
40109106910,40109107607,4,1,3,0,0,4,0,1,1,2
40109106910,40109107801,1,1,0,0,1,0,0,0,0,1
40109106910,40109107804,1,0,1,0,0,0,1,0,0,1
40109106910,40109107805,1,0,1,0,1,0,0,0,0,1
40109106910,40109107806,1,1,0,0,1,0,0,0,0,1
40109106910,40109108003,1,1,0,0,0,0,1,0,0,1
40109106910,40109108007,1,1,0,0,0,1,0,0,0,1
40109106910,40109108008,1,1,0,0,0,1,0,0,0,1
40109106910,40109108009,1,0,0,1,0,1,0,0,0,1
40109106910,40109108011,2,2,0,0,2,0,0,0,0,2
40109106910,40109108109,1,1,0,0,0,0,1,0,0,1
40109106910,40109108110,2,0,2,0,2,0,0,0,0,2
40109106910,40109108113,2,2,0,0,0,2,0,0,0,2
40109106910,40109108114,4,0,2,2,0,3,1,0,0,4
40109106910,40109108201,1,0,1,0,1,0,0,0,0,1
40109106910,40109108204,2,1,1,0,1,1,0,0,1,1
40109106910,40109108206,3,1,2,0,0,3,0,0,0,3
40109106910,40109108207,2,0,2,0,0,2,0,0,0,2
40109106910,40109108215,1,1,0,0,1,0,0,0,0,1
40109106910,40109108218,1,0,1,0,0,0,1,0,0,1
40109106910,40109108219,7,0,6,1,6,1,0,0,0,7
40109106910,40109108220,2,0,2,0,0,1,1,0,0,2
40109106910,40109108303,1,0,1,0,0,1,0,0,0,1
40109106910,40109108304,1,0,0,1,1,0,0,0,1,0
40109106910,40109108307,2,1,0,1,2,0,0,0,0,2
40109106910,40109108313,2,1,1,0,0,1,1,0,0,2
40109106910,40109108318,2,0,1,1,0,0,2,0,0,2
40109106910,40109108403,1,0,1,0,0,1,0,0,0,1
40109106910,40109108404,1,1,0,0,0,0,1,0,0,1
40109106910,40109108504,2,2,0,0,0,1,1,0,0,2
40109106910,40109108506,2,0,2,0,2,0,0,0,0,2
40109106910,40109108511,1,1,0,0,0,1,0,0,0,1
40109106910,40109108512,1,0,1,0,0,1,0,0,0,1
40109106910,40109108513,1,0,0,1,0,0,1,0,1,0
40109106910,40109108515,1,1,0,0,1,0,0,0,0,1
40109106910,40109108519,2,0,0,2,0,0,2,0,2,0
40109106910,40109108520,1,0,1,0,0,0,1,0,0,1
40109106910,40109108524,1,1,0,0,0,1,0,0,0,1
40109106910,40109108526,4,1,2,1,1,2,1,0,0,4
40109106910,40109108528,3,1,1,1,2,0,1,0,1,2
40109106910,40109108529,1,0,1,0,0,1,0,0,0,1
40109106910,40109108530,5,4,1,0,3,0,2,0,0,5
40109106910,40109108601,1,0,1,0,1,0,0,1,0,0
40109106910,40109108603,1,0,1,0,0,1,0,0,0,1
40109106910,40109108703,1,0,1,0,1,0,0,0,0,1
40109106910,40109108704,2,1,1,0,0,2,0,0,1,1
40109106910,40109108706,2,1,0,1,2,0,0,0,1,1
40109106910,40109108708,1,0,1,0,0,1,0,0,0,1
40109106910,40109108709,1,0,1,0,0,1,0,1,0,0
40109106910,40109108802,1,0,1,0,0,1,0,1,0,0
40109106910,40109108803,1,0,1,0,1,0,0,0,0,1
40109106910,40109108804,1,0,1,0,0,1,0,0,0,1
40109106910,40109108900,1,0,1,0,0,1,0,0,0,1
40109106910,40109109003,1,0,1,0,0,1,0,0,0,1
40109106910,40109109201,2,0,2,0,0,2,0,0,0,2
40109106910,40109109202,1,1,0,0,0,1,0,0,0,1
40109106911,40109100400,1,1,0,0,0,1,0,0,0,1
40109106911,40109101000,1,0,1,0,1,0,0,0,0,1
40109106911,40109101600,1,0,1,0,0,1,0,1,0,0
40109106911,40109102400,1,0,1,0,0,1,0,0,0,1
40109106911,40109103200,1,0,0,1,1,0,0,0,0,1
40109106911,40109104100,3,0,3,0,0,3,0,2,0,1
40109106911,40109104200,2,0,0,2,0,2,0,2,0,0
40109106911,40109104300,2,0,2,0,0,2,0,0,0,2
40109106911,40109105201,1,1,0,0,1,0,0,0,0,1
40109106911,40109105300,1,1,0,0,0,1,0,0,0,1
40109106911,40109105904,1,1,0,0,1,0,0,0,0,1
40109106911,40109106303,1,0,1,0,0,0,1,1,0,0
40109106911,40109106501,1,1,0,0,1,0,0,1,0,0
40109106911,40109106502,1,0,0,1,0,0,1,0,0,1
40109106911,40109106604,2,2,0,0,2,0,0,0,0,2
40109106911,40109106606,1,1,0,0,0,1,0,0,0,1
40109106911,40109106702,1,0,0,1,0,1,0,0,0,1
40109106911,40109106704,2,0,2,0,2,0,0,0,0,2
40109106911,40109106708,4,0,2,2,0,0,4,2,2,0
40109106911,40109106804,2,2,0,0,2,0,0,0,0,2
40109106911,40109106903,5,1,2,2,2,2,1,0,3,2
40109106911,40109106909,2,1,1,0,1,1,0,0,0,2
40109106911,40109106910,1,1,0,0,1,0,0,0,0,1
40109106911,40109106911,11,2,2,7,0,5,6,7,0,4
40109106911,40109106912,2,0,1,1,0,2,0,2,0,0
40109106911,40109106913,1,1,0,0,0,1,0,0,0,1
40109106911,40109107213,1,0,1,0,1,0,0,0,0,1
40109106911,40109107221,2,1,1,0,0,2,0,2,0,0
40109106911,40109107222,2,0,2,0,0,1,1,0,1,1
40109106911,40109107401,1,0,1,0,0,1,0,1,0,0
40109106911,40109107403,2,0,2,0,2,0,0,0,0,2
40109106911,40109107405,1,0,1,0,0,1,0,0,0,1
40109106911,40109107601,1,0,1,0,0,1,0,0,0,1
40109106911,40109107604,2,2,0,0,2,0,0,0,0,2
40109106911,40109107605,3,1,1,1,3,0,0,0,0,3
40109106911,40109107607,1,0,1,0,1,0,0,0,0,1
40109106911,40109108303,1,1,0,0,1,0,0,1,0,0
40109106911,40109108313,4,3,1,0,1,2,1,2,0,2
40109106911,40109108404,1,1,0,0,0,1,0,0,1,0
40109106911,40109108504,3,1,0,2,0,3,0,2,0,1
40109106911,40109108519,1,0,0,1,0,1,0,0,1,0
40109106911,40109108526,1,1,0,0,1,0,0,0,0,1
40109106912,40109100100,4,2,2,0,1,2,1,1,1,2
40109106912,40109100200,2,0,2,0,0,1,1,1,0,1
40109106912,40109100600,4,3,1,0,0,4,0,0,0,4
40109106912,40109100800,4,1,2,1,2,2,0,0,1,3
40109106912,40109100900,1,0,1,0,0,1,0,0,0,1
40109106912,40109101000,3,3,0,0,0,3,0,0,3,0
40109106912,40109101300,3,0,3,0,1,2,0,1,0,2
40109106912,40109101400,1,1,0,0,0,0,1,0,0,1
40109106912,40109101800,2,0,2,0,0,2,0,0,2,0
40109106912,40109101900,1,0,0,1,0,1,0,0,1,0
40109106912,40109102100,4,1,3,0,1,3,0,0,3,1
40109106912,40109102200,6,1,5,0,1,3,2,3,3,0
40109106912,40109102300,5,2,1,2,0,5,0,0,0,5
40109106912,40109102400,5,0,2,3,0,5,0,2,2,1
40109106912,40109102600,3,1,1,1,2,1,0,0,0,3
40109106912,40109102800,1,1,0,0,1,0,0,0,0,1
40109106912,40109102900,3,0,2,1,1,2,0,0,0,3
40109106912,40109103000,1,0,1,0,0,0,1,0,1,0
40109106912,40109103200,1,0,1,0,0,1,0,0,1,0
40109106912,40109103300,4,2,1,1,0,1,3,3,1,0
40109106912,40109103400,2,0,1,1,0,1,1,1,1,0
40109106912,40109103601,5,1,3,1,1,1,3,4,0,1
40109106912,40109103900,2,0,0,2,1,1,0,0,0,2
40109106912,40109104100,7,3,3,1,2,5,0,4,0,3
40109106912,40109104300,6,4,2,0,3,3,0,2,2,2
40109106912,40109104400,3,1,0,2,1,2,0,1,0,2
40109106912,40109104500,5,2,3,0,2,1,2,0,0,5
40109106912,40109104600,4,2,1,1,2,1,1,0,1,3
40109106912,40109104700,1,0,0,1,0,0,1,1,0,0
40109106912,40109104800,3,1,2,0,1,2,0,1,0,2
40109106912,40109104900,11,0,10,1,2,8,1,8,1,2
40109106912,40109105000,1,0,1,0,0,1,0,0,1,0
40109106912,40109105100,2,0,0,2,2,0,0,0,0,2
40109106912,40109105300,3,0,2,1,2,1,0,0,1,2
40109106912,40109105600,14,4,8,2,2,4,8,4,5,5
40109106912,40109105800,4,1,3,0,0,4,0,0,0,4
40109106912,40109105904,13,7,6,0,0,11,2,1,4,8
40109106912,40109105905,1,1,0,0,0,1,0,0,0,1
40109106912,40109105906,2,0,1,1,1,1,0,0,0,2
40109106912,40109105907,8,2,5,1,2,5,1,0,2,6
40109106912,40109106000,5,2,2,1,0,5,0,2,3,0
40109106912,40109106100,4,0,4,0,0,4,0,0,0,4
40109106912,40109106200,5,0,5,0,0,0,5,0,1,4
40109106912,40109106301,5,1,3,1,1,1,3,0,0,5
40109106912,40109106302,8,0,8,0,0,4,4,6,0,2
40109106912,40109106303,2,1,1,0,0,1,1,1,0,1
40109106912,40109106402,1,0,1,0,0,0,1,1,0,0
40109106912,40109106403,13,0,13,0,0,5,8,2,2,9
40109106912,40109106501,1,0,1,0,1,0,0,1,0,0
40109106912,40109106502,5,0,2,3,0,3,2,1,0,4
40109106912,40109106503,1,0,0,1,0,1,0,0,1,0
40109106912,40109106601,3,1,1,1,0,1,2,1,0,2
40109106912,40109106602,3,0,3,0,0,0,3,3,0,0
40109106912,40109106604,5,1,2,2,2,1,2,1,3,1
40109106912,40109106606,3,0,2,1,0,3,0,0,1,2
40109106912,40109106607,9,2,6,1,1,3,5,5,3,1
40109106912,40109106608,1,1,0,0,0,1,0,0,0,1
40109106912,40109106609,1,0,1,0,1,0,0,0,1,0
40109106912,40109106610,1,0,0,1,0,0,1,0,1,0
40109106912,40109106702,7,1,6,0,3,2,2,0,5,2
40109106912,40109106704,1,1,0,0,1,0,0,0,0,1
40109106912,40109106705,3,1,2,0,0,3,0,0,1,2
40109106912,40109106706,2,1,1,0,1,0,1,1,0,1
40109106912,40109106707,12,3,8,1,3,7,2,6,0,6
40109106912,40109106801,1,0,0,1,0,1,0,0,0,1
40109106912,40109106802,8,1,7,0,0,5,3,8,0,0
40109106912,40109106803,4,0,4,0,1,0,3,0,0,4
40109106912,40109106804,4,1,3,0,2,2,0,0,1,3
40109106912,40109106902,9,1,6,2,0,5,4,7,1,1
40109106912,40109106903,15,1,12,2,1,6,8,9,2,4
40109106912,40109106906,4,1,3,0,2,0,2,1,2,1
40109106912,40109106907,2,0,1,1,1,1,0,1,0,1
40109106912,40109106909,7,2,5,0,4,0,3,0,2,5
40109106912,40109106910,5,3,1,1,0,5,0,3,0,2
40109106912,40109106911,6,0,2,4,0,2,4,2,4,0
40109106912,40109106912,13,0,10,3,5,3,5,3,3,7
40109106912,40109106913,17,8,6,3,6,7,4,11,2,4
40109106912,40109106914,23,7,15,1,4,15,4,6,11,6
40109106912,40109106915,10,0,6,4,2,3,5,3,0,7
40109106912,40109107001,7,3,3,1,2,4,1,2,3,2
40109106912,40109107002,2,1,1,0,1,0,1,0,2,0
40109106912,40109107101,1,1,0,0,0,1,0,1,0,0
40109106912,40109107103,6,2,2,2,2,2,2,3,1,2
40109106912,40109107104,8,1,0,7,0,1,7,5,2,1
40109106912,40109107206,4,0,2,2,0,4,0,0,2,2
40109106912,40109107207,4,0,2,2,1,0,3,3,0,1
40109106912,40109107209,4,2,2,0,4,0,0,0,0,4
40109106912,40109107210,4,1,1,2,0,2,2,4,0,0
40109106912,40109107211,2,0,1,1,0,2,0,1,1,0
40109106912,40109107212,11,3,8,0,2,3,6,5,2,4
40109106912,40109107213,4,2,1,1,1,2,1,3,0,1
40109106912,40109107214,4,1,3,0,0,4,0,1,2,1
40109106912,40109107215,3,1,2,0,0,1,2,2,1,0
40109106912,40109107217,1,1,0,0,0,1,0,1,0,0
40109106912,40109107218,8,1,7,0,3,4,1,4,0,4
40109106912,40109107219,2,0,2,0,0,1,1,2,0,0
40109106912,40109107220,7,0,5,2,0,3,4,4,1,2
40109106912,40109107223,6,1,3,2,3,1,2,2,1,3
40109106912,40109107302,3,0,3,0,0,2,1,1,1,1
40109106912,40109107305,3,0,2,1,0,3,0,0,0,3
40109106912,40109107306,6,0,5,1,3,2,1,2,1,3
40109106912,40109107401,4,2,2,0,2,2,0,1,0,3
40109106912,40109107403,4,1,1,2,2,2,0,1,2,1
40109106912,40109107405,1,1,0,0,1,0,0,0,1,0
40109106912,40109107601,2,0,2,0,0,1,1,1,0,1
40109106912,40109107605,6,0,4,2,3,3,0,3,2,1
40109106912,40109107607,4,0,1,3,3,1,0,1,0,3
40109106912,40109107703,1,0,1,0,0,0,1,1,0,0
40109106912,40109107704,1,0,1,0,0,1,0,0,0,1
40109106912,40109107801,4,1,3,0,1,1,2,2,0,2
40109106912,40109107804,2,0,2,0,0,2,0,0,0,2
40109106912,40109107805,9,0,8,1,3,3,3,5,0,4
40109106912,40109107806,9,1,6,2,5,1,3,1,1,7
40109106912,40109107809,2,0,2,0,0,2,0,2,0,0
40109106912,40109107810,4,1,3,0,1,3,0,2,0,2
40109106912,40109107900,3,3,0,0,0,3,0,0,0,3
40109106912,40109108003,3,1,2,0,1,1,1,0,2,1
40109106912,40109108005,4,1,3,0,1,1,2,1,0,3
40109106912,40109108006,4,1,2,1,0,1,3,3,0,1
40109106912,40109108007,2,0,2,0,0,2,0,2,0,0
40109106912,40109108008,4,2,2,0,3,0,1,0,3,1
40109106912,40109108009,2,0,1,1,2,0,0,0,0,2
40109106912,40109108011,5,1,3,1,3,1,1,1,0,4
40109106912,40109108101,1,0,1,0,0,0,1,0,1,0
40109106912,40109108106,1,0,1,0,0,0,1,0,0,1
40109106912,40109108107,1,0,1,0,0,0,1,1,0,0
40109106912,40109108109,1,0,0,1,0,0,1,0,0,1
40109106912,40109108113,6,1,1,4,0,0,6,5,1,0
40109106912,40109108114,3,1,2,0,0,1,2,0,1,2
40109106912,40109108201,3,1,1,1,0,1,2,0,1,2
40109106912,40109108204,5,3,1,1,4,1,0,1,1,3
40109106912,40109108213,1,0,0,1,0,0,1,0,0,1
40109106912,40109108215,1,0,1,0,0,0,1,0,0,1
40109106912,40109108216,5,2,3,0,0,2,3,5,0,0
40109106912,40109108217,1,0,1,0,0,0,1,0,0,1
40109106912,40109108218,13,1,11,1,2,7,4,1,1,11
40109106912,40109108219,1,0,1,0,0,0,1,1,0,0
40109106912,40109108220,7,3,3,1,0,1,6,4,3,0
40109106912,40109108221,6,0,6,0,0,4,2,3,0,3
40109106912,40109108302,1,0,1,0,0,1,0,0,1,0
40109106912,40109108303,6,3,3,0,0,2,4,3,0,3
40109106912,40109108304,9,0,5,4,2,1,6,1,0,8
40109106912,40109108307,1,0,0,1,0,0,1,0,0,1
40109106912,40109108309,3,0,2,1,0,2,1,2,0,1
40109106912,40109108310,2,0,1,1,0,1,1,0,0,2
40109106912,40109108313,8,4,3,1,0,5,3,5,0,3
40109106912,40109108314,9,6,2,1,4,0,5,6,3,0
40109106912,40109108315,6,3,2,1,1,2,3,2,2,2
40109106912,40109108316,5,1,2,2,0,1,4,1,2,2
40109106912,40109108317,4,3,1,0,0,3,1,0,3,1
40109106912,40109108318,6,0,6,0,0,0,6,0,6,0
40109106912,40109108402,5,0,2,3,0,5,0,0,1,4
40109106912,40109108403,3,0,1,2,0,2,1,1,2,0
40109106912,40109108404,1,0,0,1,0,1,0,1,0,0
40109106912,40109108504,7,2,3,2,0,2,5,5,0,2
40109106912,40109108506,8,0,1,7,0,6,2,1,5,2
40109106912,40109108508,3,0,0,3,1,0,2,2,0,1
40109106912,40109108511,4,1,2,1,0,1,3,0,1,3
40109106912,40109108512,6,0,4,2,0,0,6,3,1,2
40109106912,40109108513,1,0,1,0,1,0,0,0,0,1
40109106912,40109108514,4,1,2,1,0,4,0,3,0,1
40109106912,40109108515,7,0,4,3,0,3,4,2,2,3
40109106912,40109108519,7,1,1,5,0,1,6,1,4,2
40109106912,40109108520,1,0,1,0,0,1,0,1,0,0
40109106912,40109108521,3,1,0,2,3,0,0,0,0,3
40109106912,40109108523,11,1,6,4,3,3,5,3,1,7
40109106912,40109108525,7,0,3,4,2,2,3,4,0,3
40109106912,40109108526,15,1,9,5,3,4,8,8,0,7
40109106912,40109108527,6,4,1,1,0,4,2,2,2,2
40109106912,40109108528,3,1,0,2,0,0,3,0,1,2
40109106912,40109108530,9,2,6,1,3,2,4,3,0,6
40109106912,40109108601,9,3,4,2,4,4,1,2,3,4
40109106912,40109108602,2,0,2,0,0,0,2,0,0,2
40109106912,40109108603,6,1,3,2,0,2,4,3,1,2
40109106912,40109108703,2,0,2,0,0,0,2,1,0,1
40109106912,40109108704,5,0,5,0,0,5,0,0,3,2
40109106912,40109108706,4,0,4,0,0,3,1,3,0,1
40109106912,40109108707,2,0,2,0,0,0,2,0,0,2
40109106912,40109108708,1,0,1,0,0,0,1,0,0,1
40109106912,40109108801,7,1,5,1,1,4,2,4,2,1
40109106912,40109108802,1,0,1,0,0,0,1,0,0,1
40109106912,40109108803,4,1,2,1,0,3,1,4,0,0
40109106912,40109108804,1,0,0,1,0,0,1,0,0,1
40109106912,40109108900,1,0,1,0,1,0,0,0,0,1
40109106912,40109109001,4,0,4,0,1,0,3,3,0,1
40109106912,40109109003,1,1,0,0,0,0,1,1,0,0
40109106912,40109109004,5,1,2,2,2,1,2,1,3,1
40109106912,40109109201,2,0,2,0,0,0,2,0,0,2
40109106912,40109109202,1,0,1,0,0,0,1,1,0,0
40109106913,40109100100,4,3,1,0,0,4,0,0,0,4
40109106913,40109100200,24,6,13,5,7,12,5,10,6,8
40109106913,40109100300,10,3,5,2,1,6,3,1,1,8
40109106913,40109100400,3,0,2,1,0,2,1,0,1,2
40109106913,40109100500,6,2,4,0,2,1,3,0,1,5
40109106913,40109100600,5,0,5,0,0,0,5,1,4,0
40109106913,40109100700,5,1,3,1,1,2,2,0,1,4
40109106913,40109100800,7,0,7,0,0,3,4,0,5,2
40109106913,40109100900,9,1,7,1,2,0,7,4,1,4
40109106913,40109101000,6,2,4,0,0,3,3,0,3,3
40109106913,40109101100,1,0,1,0,0,1,0,0,0,1
40109106913,40109101200,5,2,1,2,0,2,3,0,0,5
40109106913,40109101300,8,1,7,0,1,7,0,0,1,7
40109106913,40109101400,3,0,0,3,1,2,0,2,1,0
40109106913,40109101500,6,1,2,3,2,2,2,3,2,1
40109106913,40109101600,1,0,1,0,0,1,0,0,0,1
40109106913,40109101700,1,0,1,0,0,0,1,0,1,0
40109106913,40109101800,7,1,5,1,2,1,4,0,2,5
40109106913,40109101900,10,3,7,0,3,5,2,3,3,4
40109106913,40109102000,18,7,10,1,2,7,9,6,4,8
40109106913,40109102100,13,7,6,0,3,5,5,1,4,8
40109106913,40109102200,20,3,15,2,6,9,5,4,7,9
40109106913,40109102300,11,3,8,0,3,5,3,1,5,5
40109106913,40109102400,16,2,7,7,3,11,2,7,3,6
40109106913,40109102500,4,0,3,1,2,1,1,0,1,3
40109106913,40109102700,1,0,1,0,0,1,0,0,0,1
40109106913,40109102800,7,1,6,0,3,4,0,1,6,0
40109106913,40109102900,2,1,1,0,1,1,0,0,1,1
40109106913,40109103000,2,0,2,0,0,1,1,0,0,2
40109106913,40109103200,1,0,0,1,0,1,0,0,0,1
40109106913,40109103300,6,3,3,0,1,5,0,1,2,3
40109106913,40109103400,2,0,2,0,0,1,1,0,2,0
40109106913,40109103601,1,0,0,1,0,0,1,0,0,1
40109106913,40109103602,2,0,2,0,0,2,0,2,0,0
40109106913,40109103800,2,0,1,1,0,0,2,0,0,2
40109106913,40109103900,14,4,6,4,3,7,4,6,2,6
40109106913,40109104000,6,0,6,0,0,6,0,3,0,3
40109106913,40109104100,17,4,9,4,0,14,3,5,8,4
40109106913,40109104200,8,1,7,0,2,2,4,3,2,3
40109106913,40109104300,15,0,13,2,3,8,4,6,4,5
40109106913,40109104400,11,2,8,1,3,3,5,6,2,3
40109106913,40109104500,11,5,3,3,1,10,0,7,3,1
40109106913,40109104700,2,2,0,0,1,0,1,0,1,1
40109106913,40109104800,13,6,6,1,6,6,1,4,2,7
40109106913,40109104900,16,0,10,6,3,10,3,5,4,7
40109106913,40109105000,2,0,2,0,0,0,2,0,2,0
40109106913,40109105100,7,0,5,2,0,2,5,0,1,6
40109106913,40109105201,4,0,2,2,1,3,0,2,0,2
40109106913,40109105202,4,0,3,1,0,3,1,2,0,2
40109106913,40109105300,18,3,10,5,1,15,2,12,5,1
40109106913,40109105400,8,1,6,1,0,8,0,3,5,0
40109106913,40109105500,8,1,6,1,2,6,0,2,3,3
40109106913,40109105600,25,7,13,5,7,14,4,11,5,9
40109106913,40109105700,6,0,3,3,2,2,2,2,4,0
40109106913,40109105800,2,0,2,0,2,0,0,0,2,0
