work_tract,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,CFA01,CFA02,CFA03,CFA04,CFA05,CFS01,CFS02,CFS03,CFS04,CFS05,createdate,PercentWhite,PercentBlack,PercentHispanic,PercentAsian
40109104900,528,142,265,121,249,215,64,0,0,0,33,50,0,52,17,0,29,0,0,16,7,0,270,0,42,12,0,378,82,37,14,2,15,443,85,75,118,133,60,172,356,0,0,0,0,0,0,0,0,0,0,463931137,0.715909091,0.15530303,0.160984848,0.026515152
40109108215,526,225,220,81,237,175,114,0,3,0,18,3,10,103,3,2,60,3,38,0,37,29,52,27,114,24,0,415,68,15,14,0,14,504,22,45,92,93,71,242,284,0,0,0,0,0,0,0,0,0,0,645469408,0.788973384,0.129277567,0.041825095,0.02661597
40109108217,521,185,253,83,189,194,138,0,21,0,23,0,21,33,0,12,59,20,79,0,57,11,48,0,96,41,0,418,57,20,8,0,18,490,31,45,102,111,78,244,277,0,0,0,0,0,0,0,0,0,0,605127570,0.802303263,0.10940499,0.05950096,0.015355086
40109108219,516,252,222,42,247,181,88,5,7,0,19,4,24,18,0,0,6,27,33,4,10,0,75,1,226,57,0,406,35,22,40,0,13,484,32,37,82,75,70,202,314,0,0,0,0,0,0,0,0,0,0,504272975,0.786821705,0.067829457,0.062015504,0.07751938
40109104700,515,112,305,98,234,243,38,0,0,0,9,40,0,43,0,10,23,7,8,89,251,0,16,0,6,13,0,335,138,18,14,0,10,381,134,95,119,118,71,301,214,0,0,0,0,0,0,0,0,0,0,443760218,0.650485437,0.267961165,0.260194175,0.027184466
40109107216,511,117,299,95,266,178,67,0,0,0,0,0,0,84,0,0,0,3,15,0,206,0,134,0,63,6,0,296,157,29,8,0,21,429,82,91,130,125,48,224,287,0,0,0,0,0,0,0,0,0,0,242051028,0.57925636,0.307240705,0.160469667,0.015655577
40109107809,507,97,272,138,87,314,106,0,0,0,0,298,0,150,0,0,0,0,10,0,10,0,9,0,25,5,0,396,44,18,32,0,17,467,40,62,148,144,56,247,260,0,0,0,0,0,0,0,0,0,0,161367352,0.781065089,0.08678501,0.078895464,0.063116371
40109105202,489,33,249,207,86,173,230,0,0,0,0,0,0,2,0,0,1,0,0,0,0,451,34,0,0,1,0,310,147,17,3,0,12,467,22,40,122,156,138,196,293,0,0,0,0,0,0,0,0,0,0,80683676,0.63394683,0.300613497,0.044989775,0.006134969
40109101200,485,219,202,64,247,203,35,0,0,0,0,14,11,57,0,0,10,0,0,0,19,0,21,0,343,10,0,378,53,17,17,0,20,439,46,48,87,81,50,219,266,0,0,0,0,0,0,0,0,0,0,201709190,0.779381443,0.109278351,0.094845361,0.035051546
40109108203,477,143,244,90,158,219,100,0,1,0,76,37,4,55,9,0,16,7,4,0,65,0,101,6,82,14,0,363,71,19,7,2,15,438,39,58,106,122,48,231,246,0,0,0,0,0,0,0,0,0,0,645469408,0.761006289,0.14884696,0.081761006,0.014675052
40109106907,474,155,217,102,206,206,62,0,0,0,12,4,2,124,0,2,29,1,101,0,74,0,37,15,64,9,0,337,76,20,20,3,18,409,65,56,102,90,71,212,262,0,0,0,0,0,0,0,0,0,0,201709190,0.710970464,0.160337553,0.137130802,0.042194093
40109108506,467,120,227,120,141,136,190,0,24,0,11,16,10,10,3,5,139,18,41,0,23,22,55,52,20,18,0,401,26,14,11,2,13,437,30,36,85,119,107,211,256,0,0,0,0,0,0,0,0,0,0,605127570,0.858672377,0.055674518,0.064239829,0.023554604
40109106704,460,118,221,121,180,162,118,7,1,0,39,2,12,44,14,0,3,9,12,0,5,145,35,0,57,44,31,386,35,20,6,1,12,424,36,47,93,105,97,245,215,0,0,0,0,0,0,0,0,0,0,524443894,0.839130435,0.076086957,0.07826087,0.013043478
40109107705,460,164,212,84,181,188,91,0,0,0,0,0,0,101,0,0,32,5,16,0,16,0,84,0,198,8,0,330,73,33,10,1,13,418,42,47,102,87,60,180,280,0,0,0,0,0,0,0,0,0,0,181538271,0.717391304,0.158695652,0.091304348,0.02173913
40109102100,439,136,215,88,123,213,103,0,0,4,8,0,10,58,5,2,65,1,35,0,22,0,162,0,51,16,0,340,50,17,13,0,19,380,59,40,98,89,76,197,242,0,0,0,0,0,0,0,0,0,0,685811246,0.774487472,0.113895216,0.134396355,0.029612756
40109108704,436,144,189,103,162,183,91,0,32,0,104,5,8,87,3,0,10,3,13,0,35,0,6,0,125,5,0,374,13,22,11,0,16,415,21,54,110,85,43,225,211,0,0,0,0,0,0,0,0,0,0,665640327,0.857798165,0.029816514,0.048165138,0.025229358
40109104300,424,83,227,114,59,225,140,0,0,0,45,7,53,78,2,0,2,0,26,0,0,0,0,1,19,191,0,329,31,22,32,2,8,358,66,53,117,103,68,330,94,0,0,0,0,0,0,0,0,0,0,463931137,0.775943396,0.073113208,0.155660377,0.075471698
40109107605,424,151,212,61,147,144,133,0,0,0,3,0,8,320,0,0,2,77,0,0,10,0,2,0,2,0,0,319,80,12,4,0,9,392,32,38,85,95,55,268,156,0,0,0,0,0,0,0,0,0,0,221880109,0.752358491,0.188679245,0.075471698,0.009433962
40109106910,411,114,221,76,126,151,134,0,0,0,19,0,5,46,1,63,3,0,41,0,9,0,128,8,58,30,0,340,42,16,4,0,9,380,31,25,110,88,74,196,215,0,0,0,0,0,0,0,0,0,0,302563785,0.827250608,0.102189781,0.075425791,0.00973236
40109107302,410,132,184,94,152,175,83,0,0,57,24,1,7,185,4,0,0,5,18,0,4,0,27,0,74,4,0,312,59,12,9,2,16,363,47,34,110,89,45,226,184,0,0,0,0,0,0,0,0,0,0,282392866,0.76097561,0.143902439,0.114634146,0.02195122
40109106708,407,62,221,124,56,141,210,0,1,0,42,39,2,13,214,0,25,0,13,0,32,14,0,0,9,3,0,356,21,18,4,0,8,390,17,34,106,137,68,304,103,0,0,0,0,0,0,0,0,0,0,302563785,0.874692875,0.051597052,0.041769042,0.00982801
40109101100,405,157,185,63,168,190,47,0,0,0,21,0,1,34,0,0,0,10,17,0,4,0,26,1,266,25,0,334,28,15,17,0,11,364,41,36,81,77,54,195,210,0,0,0,0,0,0,0,0,0,0,282392866,0.824691358,0.069135802,0.101234568,0.041975309
40109102400,400,126,208,66,114,224,62,0,0,0,25,15,16,19,0,5,3,3,8,0,9,0,147,13,137,0,0,313,56,8,10,0,13,336,64,43,72,104,55,174,226,0,0,0,0,0,0,0,0,0,0,443760218,0.7825,0.14,0.16,0.025
40109108011,394,109,216,69,139,180,75,0,0,0,0,10,6,67,0,0,88,3,3,0,95,0,28,0,19,43,32,258,108,7,9,3,9,362,32,47,84,98,56,171,223,0,0,0,0,0,0,0,0,0,0,262221947,0.654822335,0.274111675,0.081218274,0.02284264
40109106902,383,113,192,78,126,139,118,0,5,0,11,1,6,43,4,66,37,4,25,0,3,0,71,0,87,20,0,316,38,12,6,0,11,354,29,41,80,97,52,231,152,0,0,0,0,0,0,0,0,0,0,423589299,0.825065274,0.09921671,0.075718016,0.015665796
40109102800,382,60,210,112,72,169,141,0,0,0,20,132,19,14,0,0,0,0,0,0,6,37,153,0,0,1,0,205,157,5,7,0,8,360,22,46,97,105,74,205,177,0,0,0,0,0,0,0,0,0,0,201709190,0.536649215,0.410994764,0.057591623,0.018324607
40109104500,380,108,181,91,161,162,57,0,9,0,83,43,0,82,4,0,32,2,18,0,4,2,3,0,77,21,0,302,25,18,16,2,17,278,102,65,85,77,45,213,167,0,0,0,0,0,0,0,0,0,0,463931137,0.794736842,0.065789474,0.268421053,0.042105263
40109108006,378,130,178,70,196,127,55,0,12,0,25,2,1,72,0,1,14,24,17,0,0,0,29,85,53,43,0,302,40,10,13,0,13,343,35,51,76,77,44,162,216,0,0,0,0,0,0,0,0,0,0,302563785,0.798941799,0.105820106,0.092592593,0.034391534
40109108221,376,176,155,45,195,106,75,0,48,0,19,28,28,35,5,3,18,10,26,0,13,12,7,9,108,7,0,328,23,8,9,0,8,359,17,25,53,62,60,153,223,0,0,0,0,0,0,0,0,0,0,827007679,0.872340426,0.061170213,0.045212766,0.02393617
40109100400,375,89,216,70,103,193,79,0,0,0,32,43,0,34,0,0,47,0,0,0,3,17,150,0,49,0,0,174,175,13,6,0,7,349,26,46,97,88,55,164,211,0,0,0,0,0,0,0,0,0,0,282392866,0.464,0.466666667,0.069333333,0.016
40109109202,374,78,225,71,90,165,119,0,3,13,109,18,5,23,0,12,14,2,19,0,4,115,16,0,7,2,12,324,24,18,3,0,5,365,9,36,91,89,80,189,185,0,0,0,0,0,0,0,0,0,0,504272975,0.86631016,0.064171123,0.024064171,0.00802139
40109101700,368,81,193,94,116,133,119,0,0,0,2,4,15,39,0,0,51,10,100,0,5,3,44,0,56,39,0,282,57,10,7,0,12,340,28,24,76,108,79,154,214,0,0,0,0,0,0,0,0,0,0,504272975,0.766304348,0.154891304,0.076086957,0.019021739
40109108709,368,198,127,43,214,124,30,0,0,0,38,0,3,166,15,0,10,0,8,0,6,0,0,0,118,4,0,311,23,9,6,0,19,353,15,24,60,55,31,185,183,0,0,0,0,0,0,0,0,0,0,383247461,0.845108696,0.0625,0.04076087,0.016304348
40109105400,366,80,207,79,92,142,132,0,0,0,93,2,3,105,0,59,22,2,26,0,9,0,0,0,5,40,0,302,19,11,24,0,10,325,41,48,100,87,51,232,134,0,0,0,0,0,0,0,0,0,0,342905623,0.825136612,0.051912568,0.112021858,0.06557377
40109102000,359,125,191,43,121,114,124,0,4,0,26,10,7,71,1,0,14,0,104,0,10,0,23,0,62,27,0,251,61,21,18,0,8,318,41,28,72,84,50,153,206,0,0,0,0,0,0,0,0,0,0,584956651,0.699164345,0.169916435,0.114206128,0.050139276
40109106802,358,96,177,85,106,131,121,0,0,4,38,0,13,89,0,0,17,10,22,0,43,3,8,0,17,22,72,305,20,8,8,0,17,314,44,47,72,79,64,206,152,0,0,0,0,0,0,0,0,0,0,322734704,0.851955307,0.055865922,0.122905028,0.022346369
40109106702,350,67,201,82,75,157,118,0,5,0,49,18,6,51,43,0,50,1,42,0,21,4,22,1,0,37,0,296,22,14,10,0,8,316,34,28,97,89,69,213,137,0,0,0,0,0,0,0,0,0,0,564785732,0.845714286,0.062857143,0.097142857,0.028571429
40109107218,339,90,177,72,76,182,81,0,0,0,2,0,0,105,2,0,32,0,15,0,0,4,156,0,20,3,0,270,35,10,12,0,12,283,56,37,71,72,69,111,228,0,0,0,0,0,0,0,0,0,0,221880109,0.796460177,0.103244838,0.16519174,0.03539823
40109105905,336,95,160,81,146,151,39,0,0,0,4,0,0,13,1,0,29,4,33,0,0,0,30,3,212,7,0,233,78,8,8,0,9,297,39,38,94,66,43,155,181,0,0,0,0,0,0,0,0,0,0,282392866,0.693452381,0.232142857,0.116071429,0.023809524
40109105500,324,121,152,51,118,122,84,0,0,0,40,0,0,22,0,63,42,3,6,0,0,0,42,0,96,10,0,256,33,17,7,0,11,259,65,42,69,54,38,162,162,0,0,0,0,0,0,0,0,0,0,322734704,0.790123457,0.101851852,0.200617284,0.021604938
40109107213,321,143,121,57,152,141,28,0,0,0,15,0,3,38,12,0,0,31,19,0,31,0,25,10,117,20,0,244,42,18,6,2,9,278,43,36,50,63,29,165,156,0,0,0,0,0,0,0,0,0,0,322734704,0.760124611,0.130841121,0.133956386,0.018691589
40109108005,321,51,205,65,74,163,84,2,3,0,17,27,0,0,4,0,0,0,4,0,15,0,237,0,1,8,3,175,116,11,5,3,11,311,10,25,80,96,69,136,185,0,0,0,0,0,0,0,0,0,0,302563785,0.54517134,0.361370717,0.031152648,0.015576324
40109108707,313,107,150,56,121,114,78,0,0,0,6,21,12,5,0,10,9,17,7,10,0,0,127,33,55,1,0,248,28,12,7,2,16,291,22,27,72,63,44,124,189,0,0,0,0,0,0,0,0,0,0,302563785,0.792332268,0.089456869,0.07028754,0.022364217
40109107404,299,70,152,77,101,133,65,0,0,0,4,1,9,30,3,0,7,25,7,0,99,0,37,0,58,19,0,193,65,12,19,1,9,271,28,33,57,77,62,104,195,0,0,0,0,0,0,0,0,0,0,262221947,0.64548495,0.217391304,0.093645485,0.063545151
40109108706,297,95,126,76,155,113,29,0,0,0,9,0,1,125,0,0,0,5,5,0,81,0,0,0,52,17,2,209,61,11,5,0,11,250,47,39,67,63,33,160,137,0,0,0,0,0,0,0,0,0,0,282392866,0.703703704,0.205387205,0.158249158,0.016835017
40109107217,293,101,133,59,135,134,24,0,0,0,12,4,5,41,0,0,32,0,33,0,37,0,19,0,107,3,0,230,24,14,10,2,13,246,47,33,58,61,40,121,172,0,0,0,0,0,0,0,0,0,0,242051028,0.784982935,0.081911263,0.160409556,0.034129693
40109108402,271,93,115,63,112,83,76,0,1,0,5,10,2,48,1,4,62,6,14,0,44,0,2,0,66,6,0,224,28,8,8,1,2,258,13,19,48,51,60,121,150,0,0,0,0,0,0,0,0,0,0,363076542,0.826568266,0.103321033,0.04797048,0.029520295
40109101800,266,84,140,42,94,120,52,0,2,0,6,3,5,2,0,8,30,4,29,0,19,0,82,0,76,0,0,194,49,7,5,0,11,251,15,21,48,66,47,132,134,0,0,0,0,0,0,0,0,0,0,443760218,0.729323308,0.184210526,0.056390977,0.018796992
40109108003,265,41,157,67,39,143,83,0,0,0,9,79,5,3,10,0,0,35,3,0,21,65,21,0,10,4,0,189,47,15,3,0,11,245,20,37,84,64,39,133,132,0,0,0,0,0,0,0,0,0,0,463931137,0.713207547,0.177358491,0.075471698,0.011320755
40109101300,259,53,149,57,79,139,41,0,0,0,0,0,3,51,0,82,7,7,3,0,11,0,95,0,0,0,0,65,172,6,6,3,7,249,10,27,60,78,41,101,158,0,0,0,0,0,0,0,0,0,0,242051028,0.250965251,0.664092664,0.038610039,0.023166023
40109108513,259,99,118,42,99,85,75,0,0,0,19,0,6,41,0,3,7,2,8,4,73,0,2,0,92,2,0,214,21,7,9,2,6,239,20,21,39,57,43,137,122,0,0,0,0,0,0,0,0,0,0,383247461,0.826254826,0.081081081,0.077220077,0.034749035
40109106706,250,66,121,63,126,96,28,0,0,0,5,0,6,112,0,0,3,6,6,0,23,0,22,0,58,9,0,178,52,9,10,0,1,242,8,24,67,56,37,114,136,0,0,0,0,0,0,0,0,0,0,322734704,0.712,0.208,0.032,0.04
40109106909,244,77,107,60,77,94,73,0,0,0,39,0,12,77,0,0,31,9,1,15,10,0,8,0,37,5,0,190,23,8,7,3,13,198,46,27,60,51,29,136,108,0,0,0,0,0,0,0,0,0,0,201709190,0.778688525,0.094262295,0.18852459,0.028688525
40109106303,243,61,113,69,92,119,32,0,2,0,35,2,2,53,3,0,8,15,8,0,19,0,31,0,43,22,0,174,44,5,8,0,12,218,25,34,56,59,33,142,101,0,0,0,0,0,0,0,0,0,0,584956651,0.716049383,0.181069959,0.102880658,0.032921811
40109107807,242,105,98,39,116,80,46,0,0,0,9,1,7,21,1,0,36,10,2,0,5,0,13,0,132,5,0,192,30,7,2,0,11,225,17,25,53,36,23,109,133,0,0,0,0,0,0,0,0,0,0,342905623,0.79338843,0.123966942,0.070247934,0.008264463
40109104600,240,52,136,52,62,107,71,0,0,0,10,23,79,80,0,0,8,0,2,0,0,0,1,0,25,12,0,197,18,11,2,0,12,202,38,26,65,56,41,132,108,0,0,0,0,0,0,0,0,0,0,242051028,0.820833333,0.075,0.158333333,0.008333333
40109107801,239,71,112,56,82,74,83,0,0,0,23,0,3,57,1,0,0,4,2,0,7,0,0,0,28,114,0,187,25,10,7,0,10,221,18,29,61,46,32,136,103,0,0,0,0,0,0,0,0,0,0,242051028,0.782426778,0.10460251,0.075313808,0.029288703
40109107810,239,73,114,52,138,90,11,0,0,0,8,0,0,10,0,0,3,0,0,0,0,0,159,0,49,10,0,135,82,8,5,0,9,226,13,29,59,57,21,87,152,0,0,0,0,0,0,0,0,0,0,201709190,0.564853556,0.343096234,0.054393305,0.020920502
40109108703,233,45,150,38,68,85,80,0,1,0,69,1,6,18,5,0,1,6,4,0,71,12,26,5,8,0,0,200,15,8,0,1,9,226,7,18,68,65,37,138,95,0,0,0,0,0,0,0,0,0,0,504272975,0.858369099,0.064377682,0.030042918,0
40109104000,228,29,130,69,40,103,85,0,0,0,0,20,32,17,49,0,0,2,0,0,0,0,44,0,0,64,0,191,23,9,2,0,3,160,68,35,78,51,35,127,101,0,0,0,0,0,0,0,0,0,0,201709190,0.837719298,0.100877193,0.298245614,0.00877193
40109107805,210,70,93,47,96,73,41,0,0,0,1,2,4,33,1,0,8,0,0,0,5,0,23,0,71,31,31,164,15,8,11,0,12,191,19,17,46,42,35,93,117,0,0,0,0,0,0,0,0,0,0,221880109,0.780952381,0.071428571,0.09047619,0.052380952
40109108701,201,32,114,55,35,86,80,0,0,0,62,0,0,54,0,0,3,0,2,0,15,27,4,0,3,31,0,169,11,9,4,1,7,188,13,24,59,53,33,137,64,0,0,0,0,0,0,0,0,0,0,282392866,0.84079602,0.054726368,0.064676617,0.019900498
40109108009,200,71,85,44,75,97,28,0,0,0,0,0,18,82,4,0,0,0,12,8,9,0,59,0,0,8,0,146,27,3,17,1,6,174,26,22,43,33,31,78,122,0,0,0,0,0,0,0,0,0,0,201709190,0.73,0.135,0.13,0.085
40109107704,198,93,79,26,113,70,15,0,0,0,0,0,0,55,0,0,1,2,0,0,9,0,3,0,127,1,0,154,26,7,5,0,6,181,17,14,28,39,24,94,104,0,0,0,0,0,0,0,0,0,0,141196433,0.777777778,0.131313131,0.085858586,0.025252525
40109108708,196,71,93,32,92,70,34,0,0,0,58,0,2,51,0,3,3,2,19,0,10,0,10,0,38,0,0,172,6,10,6,0,2,178,18,17,35,49,24,93,103,0,0,0,0,0,0,0,0,0,0,262221947,0.87755102,0.030612245,0.091836735,0.030612245
40109107900,194,33,113,48,52,86,56,0,0,0,11,43,4,0,29,0,0,0,0,0,3,0,74,0,8,22,0,98,82,4,6,0,4,186,8,23,58,54,26,99,95,0,0,0,0,0,0,0,0,0,0,242051028,0.505154639,0.422680412,0.041237113,0.030927835
40109109004,185,42,100,43,68,66,51,9,4,5,62,42,0,8,0,1,0,0,5,0,0,47,0,0,0,2,0,162,9,8,3,0,3,171,14,23,47,53,20,101,84,0,0,0,0,0,0,0,0,0,0,403418380,0.875675676,0.048648649,0.075675676,0.016216216
40109105000,179,49,83,47,50,97,32,0,0,0,8,3,1,28,0,0,34,14,8,0,10,0,46,13,5,9,0,136,21,8,9,1,4,140,39,34,34,43,19,78,101,0,0,0,0,0,0,0,0,0,0,302563785,0.759776536,0.117318436,0.217877095,0.05027933
40109100900,165,33,92,40,53,72,40,0,2,0,3,26,0,68,0,0,4,2,10,0,29,3,11,0,0,7,0,132,13,7,6,0,7,145,20,19,46,40,27,64,101,0,0,0,0,0,0,0,0,0,0,322734704,0.8,0.078787879,0.121212121,0.036363636
40109108804,165,27,80,58,59,51,55,0,0,0,7,0,0,2,0,0,0,0,0,0,3,129,14,0,0,10,0,141,6,8,2,0,8,154,11,17,42,40,39,89,76,0,0,0,0,0,0,0,0,0,0,201709190,0.854545455,0.036363636,0.066666667,0.012121212
40109108107,162,27,88,47,35,59,68,0,8,0,25,0,10,6,3,0,14,6,19,2,39,0,8,0,0,22,0,149,5,4,1,0,3,144,18,16,39,34,46,105,57,0,0,0,0,0,0,0,0,0,0,504272975,0.919753086,0.030864198,0.111111111,0.00617284
40109102300,159,45,71,43,61,55,43,0,1,0,10,4,21,36,2,0,0,0,4,0,11,3,3,0,59,5,0,129,8,7,11,0,4,138,21,21,24,41,28,91,68,0,0,0,0,0,0,0,0,0,0,403418380,0.811320755,0.050314465,0.132075472,0.06918239
40109107211,158,55,62,41,88,57,13,0,1,0,2,0,1,17,0,2,7,0,2,0,5,0,22,0,88,11,0,132,12,3,4,0,7,131,27,21,36,31,15,63,95,0,0,0,0,0,0,0,0,0,0,181538271,0.835443038,0.075949367,0.170886076,0.025316456
40109105906,152,36,70,46,56,77,19,0,0,0,5,1,16,34,10,0,7,6,12,0,13,0,28,0,0,20,0,117,13,6,6,0,10,137,15,21,43,36,16,70,82,0,0,0,0,0,0,0,0,0,0,403418380,0.769736842,0.085526316,0.098684211,0.039473684
40109108524,140,42,70,28,39,43,58,0,43,0,13,1,2,3,0,0,7,7,13,0,13,4,8,0,24,2,0,119,7,8,3,0,3,126,14,9,29,31,29,90,50,0,0,0,0,0,0,0,0,0,0,443760218,0.85,0.05,0.1,0.021428571
40109104400,120,33,54,33,40,65,15,0,0,0,18,0,11,31,0,0,5,1,7,0,3,0,18,0,14,12,0,87,7,6,13,1,6,87,33,26,22,25,14,51,69,0,0,0,0,0,0,0,0,0,0,342905623,0.725,0.058333333,0.275,0.108333333
40109106911,116,38,48,30,40,57,19,0,1,0,27,11,8,0,0,0,3,0,5,0,26,4,6,9,16,0,0,89,11,5,9,0,2,108,8,20,26,19,13,62,54,0,0,0,0,0,0,0,0,0,0,161367352,0.767241379,0.094827586,0.068965517,0.077586207
40109100700,106,29,65,12,25,31,50,0,0,0,0,6,0,0,2,0,0,3,3,0,0,91,0,0,0,1,0,89,6,3,2,0,6,97,9,14,20,23,20,46,60,0,0,0,0,0,0,0,0,0,0,141196433,0.839622642,0.056603774,0.08490566,0.018867925
40109101400,104,44,46,14,55,39,10,0,0,0,7,2,0,52,0,0,0,0,0,0,0,0,20,0,20,3,0,57,36,6,3,0,2,68,36,11,22,17,10,39,65,0,0,0,0,0,0,0,0,0,0,221880109,0.548076923,0.346153846,0.346153846,0.028846154
40109108803,81,20,42,19,24,39,18,0,1,0,31,0,1,0,0,0,0,1,8,0,19,10,0,6,0,4,0,72,6,3,0,0,0,73,8,5,19,27,10,53,28,0,0,0,0,0,0,0,0,0,0,100854595,0.888888889,0.074074074,0.098765432,0
40109107210,73,18,39,16,29,33,11,0,0,0,2,0,2,48,0,0,1,0,6,0,0,0,12,0,0,2,0,53,19,0,1,0,0,69,4,4,14,29,8,34,39,0,0,0,0,0,0,0,0,0,0,80683676,0.726027397,0.260273973,0.054794521,0.01369863
40109108309,60,12,35,13,8,37,15,0,0,0,0,0,1,2,0,0,0,12,2,0,5,38,0,0,0,0,0,43,13,2,1,1,0,59,1,9,13,15,11,15,45,0,0,0,0,0,0,0,0,0,0,100854595,0.716666667,0.216666667,0.016666667,0.016666667
40109105201,43,12,22,9,20,14,9,0,0,0,8,0,0,7,0,0,0,3,7,0,2,0,10,0,0,6,0,20,16,2,4,0,1,35,8,11,5,8,7,20,23,0,0,0,0,0,0,0,0,0,0,161367352,0.465116279,0.372093023,0.186046512,0.093023256
40109108525,34,7,14,13,10,16,8,0,0,0,6,3,1,2,0,0,3,1,2,0,6,0,10,0,0,0,0,26,6,1,1,0,0,30,4,5,7,7,8,21,13,0,0,0,0,0,0,0,0,0,0,262221947,0.764705882,0.176470588,0.117647059,0.029411765
40109107103,32,8,18,6,18,12,2,0,0,0,0,0,0,14,0,0,0,9,0,0,0,0,0,5,3,1,0,22,2,3,5,0,0,28,4,4,12,4,4,14,18,0,0,0,0,0,0,0,0,0,0,121025514,0.6875,0.0625,0.125,0.15625
40109100600,23,6,9,8,6,12,5,0,0,0,0,0,0,1,0,0,0,1,4,0,1,0,6,0,8,2,0,12,6,3,1,0,1,21,2,3,5,5,4,9,14,0,0,0,0,0,0,0,0,0,0,201709190,0.52173913,0.260869565,0.086956522,0.043478261
40109109001,20,5,11,4,7,11,2,0,0,0,11,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,16,0,3,0,0,1,20,0,1,8,5,1,14,6,0,0,0,0,0,0,0,0,0,0,60512757,0.8,0,0,0
40109107104,19,5,9,5,5,10,4,0,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,2,19,0,2,5,3,4,12,7,0,0,0,0,0,0,0,0,0,0,60512757,0.789473684,0,0,0
