"work_tract","C000","CA01","CA02","CA03","CE01","CE02","CE03","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20","CR01","CR02","CR03","CR04","CR05","CR07","CT01","CT02","CD01","CD02","CD03","CD04","CS01","CS02","CFA01","CFA02","CFA03","CFA04","CFA05","CFS01","CFS02","CFS03","CFS04","CFS05","createdate"
"40109106912",1614,320,928,366,296,631,687,0,48,0,68,468,189,188,12,130,2,17,24,0,258,0,115,0,8,87,0,1272,225,53,21,4,39,1417,197,231,406,417,240,1090,524,0,0,0,0,0,0,0,0,0,0,322734704
"40109106913",5797,1137,3455,1205,746,2332,2719,0,57,0,583,852,1631,409,143,24,443,131,64,275,511,11,298,57,255,53,0,4784,495,253,96,4,165,5229,568,668,1479,1608,905,3942,1855,0,0,0,0,0,0,0,0,0,0,827007679
"40109106914",843,264,427,152,455,319,69,0,0,0,5,0,2,133,0,3,6,50,2,0,226,0,123,0,276,17,0,578,192,33,9,2,29,687,156,126,178,179,96,407,436,0,0,0,0,0,0,0,0,0,0,363076542
"40109106915",817,191,454,172,360,320,137,0,0,0,15,19,48,234,53,0,34,16,129,0,77,0,45,28,108,11,0,615,123,21,38,2,18,696,121,108,189,205,124,443,374,0,0,0,0,0,0,0,0,0,0,363076542
"40109107001",922,200,508,214,157,477,288,0,0,0,169,148,56,166,103,0,53,35,22,10,72,0,0,0,16,64,8,780,72,34,12,1,23,803,119,138,255,219,110,592,330,0,0,0,0,0,0,0,0,0,0,484102056
"40109107002",14321,3400,7928,2993,3481,5830,5010,7,89,13,839,844,1668,1687,2431,55,497,209,847,597,1511,46,695,379,1445,427,35,11060,1794,601,387,10,469,12881,1440,1618,3494,3653,2156,8670,5651,0,0,0,0,0,0,0,0,0,0,746324003
"40109107101",7917,741,4754,2422,673,1572,5672,0,0,0,148,9,69,148,1035,2,26,262,1169,0,940,93,13,7,76,84,3836,6269,789,308,311,14,226,7453,464,420,2412,1973,2371,4946,2971,0,0,0,0,0,0,0,0,0,0,383247461
"40109107103",32,8,18,6,18,12,2,0,0,0,0,0,0,14,0,0,0,9,0,0,0,0,0,5,3,1,0,22,2,3,5,0,0,28,4,4,12,4,4,14,18,0,0,0,0,0,0,0,0,0,0,121025514
"40109107104",19,5,9,5,5,10,4,0,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,2,19,0,2,5,3,4,12,7,0,0,0,0,0,0,0,0,0,0,60512757
"40109107206",2365,808,1137,420,900,933,532,3,4,61,59,22,55,279,0,0,73,12,175,0,256,8,375,63,842,78,0,1922,228,83,69,4,59,2003,362,232,466,502,357,1002,1363,0,0,0,0,0,0,0,0,0,0,584956651
"40109107207",4619,1495,2298,826,1629,2026,964,0,12,0,93,25,53,1444,4,0,138,90,237,106,962,0,722,2,631,100,0,3589,555,228,86,3,158,4067,552,485,957,1048,634,2413,2206,0,0,0,0,0,0,0,0,0,0,484102056
"40109107209",1302,367,692,243,382,572,348,0,0,0,18,22,45,233,1,155,14,41,23,0,6,46,431,20,226,21,0,1015,172,51,21,2,41,1144,158,122,255,322,236,607,695,0,0,0,0,0,0,0,0,0,0,484102056
"40109107210",73,18,39,16,29,33,11,0,0,0,2,0,2,48,0,0,1,0,6,0,0,0,12,0,0,2,0,53,19,0,1,0,0,69,4,4,14,29,8,34,39,0,0,0,0,0,0,0,0,0,0,80683676
"40109107211",158,55,62,41,88,57,13,0,1,0,2,0,1,17,0,2,7,0,2,0,5,0,22,0,88,11,0,132,12,3,4,0,7,131,27,21,36,31,15,63,95,0,0,0,0,0,0,0,0,0,0,181538271
"40109107212",1542,275,821,446,642,463,437,0,3,0,13,0,39,29,13,0,2,55,40,0,54,1014,83,0,102,4,91,1248,128,61,49,1,55,1420,122,131,347,374,415,700,842,0,0,0,0,0,0,0,0,0,0,383247461
"40109107213",321,143,121,57,152,141,28,0,0,0,15,0,3,38,12,0,0,31,19,0,31,0,25,10,117,20,0,244,42,18,6,2,9,278,43,36,50,63,29,165,156,0,0,0,0,0,0,0,0,0,0,322734704
"40109107214",925,336,434,155,357,366,202,0,0,0,6,35,19,194,0,17,31,12,3,0,28,93,195,30,262,0,0,682,143,51,20,0,29,829,96,76,175,205,133,361,564,0,0,0,0,0,0,0,0,0,0,201709190
"40109107215",546,126,342,78,199,224,123,0,0,0,12,1,9,10,3,6,14,7,0,0,117,0,356,0,4,7,0,318,169,40,10,1,8,458,88,76,121,137,86,158,388,0,0,0,0,0,0,0,0,0,0,221880109
"40109107216",511,117,299,95,266,178,67,0,0,0,0,0,0,84,0,0,0,3,15,0,206,0,134,0,63,6,0,296,157,29,8,0,21,429,82,91,130,125,48,224,287,0,0,0,0,0,0,0,0,0,0,242051028
"40109107217",293,101,133,59,135,134,24,0,0,0,12,4,5,41,0,0,32,0,33,0,37,0,19,0,107,3,0,230,24,14,10,2,13,246,47,33,58,61,40,121,172,0,0,0,0,0,0,0,0,0,0,242051028
"40109107218",339,90,177,72,76,182,81,0,0,0,2,0,0,105,2,0,32,0,15,0,0,4,156,0,20,3,0,270,35,10,12,0,12,283,56,37,71,72,69,111,228,0,0,0,0,0,0,0,0,0,0,221880109
"40109107219",849,210,474,165,360,309,180,0,2,0,9,2,1,184,6,0,17,5,34,0,290,0,283,0,4,12,0,615,140,45,30,0,19,729,120,96,219,196,128,415,434,0,0,0,0,0,0,0,0,0,0,504272975
"40109107220",569,227,231,111,293,236,40,0,2,0,2,0,0,246,0,0,20,6,39,2,0,0,47,30,170,5,0,416,87,32,19,0,15,484,85,68,109,113,52,247,322,0,0,0,0,0,0,0,0,0,0,363076542
"40109107221",1670,664,762,244,819,663,188,0,2,0,5,9,0,380,0,0,164,5,55,0,377,0,156,15,456,46,0,1235,258,79,36,3,59,1449,221,169,324,330,183,672,998,0,0,0,0,0,0,0,0,0,0,221880109
"40109107222",635,181,331,123,168,247,220,0,0,0,28,7,15,114,4,0,110,5,14,0,0,3,160,0,129,46,0,512,64,26,19,0,14,559,76,59,141,132,122,308,327,0,0,0,0,0,0,0,0,0,0,322734704
"40109107223",923,316,431,176,295,470,158,0,6,0,4,0,1,434,0,0,108,8,24,0,73,19,188,0,26,32,0,725,121,32,17,2,26,768,155,106,205,196,100,405,518,0,0,0,0,0,0,0,0,0,0,242051028
"40109107302",410,132,184,94,152,175,83,0,0,57,24,1,7,185,4,0,0,5,18,0,4,0,27,0,74,4,0,312,59,12,9,2,16,363,47,34,110,89,45,226,184,0,0,0,0,0,0,0,0,0,0,282392866
"40109107303",4012,1058,2254,700,694,1538,1780,0,53,19,183,339,1307,536,290,127,88,72,28,322,169,63,21,22,227,146,0,3280,323,179,90,4,136,3674,338,412,997,1003,542,2857,1155,0,0,0,0,0,0,0,0,0,0,766494922
"40109107305",1837,325,1028,484,278,661,898,0,34,0,318,194,284,47,370,0,0,69,2,26,90,175,136,0,0,92,0,1504,200,67,29,1,36,1587,250,252,512,467,281,1316,521,0,0,0,0,0,0,0,0,0,0,463931137
"40109107306",1896,458,1052,386,327,791,778,0,576,0,165,237,100,167,60,0,49,58,40,0,180,41,143,23,57,0,0,1520,196,71,42,4,63,1608,288,260,529,467,182,1350,546,0,0,0,0,0,0,0,0,0,0,282392866
"40109107401",2042,407,1266,369,413,676,953,0,15,0,53,323,74,54,353,797,5,6,122,0,213,0,15,0,9,3,0,1570,279,95,45,0,53,1857,185,236,618,520,261,1612,430,0,0,0,0,0,0,0,0,0,0,322734704
"40109107403",2519,333,1116,1070,966,485,1068,0,2,0,39,1132,70,43,314,9,24,96,141,0,215,166,9,33,187,39,0,2009,258,87,99,1,65,2349,170,226,668,757,535,1725,794,0,0,0,0,0,0,0,0,0,0,423589299
"40109107404",299,70,152,77,101,133,65,0,0,0,4,1,9,30,3,0,7,25,7,0,99,0,37,0,58,19,0,193,65,12,19,1,9,271,28,33,57,77,62,104,195,0,0,0,0,0,0,0,0,0,0,262221947
"40109107405",3188,499,1968,721,204,600,2384,0,0,0,173,1891,2,44,22,3,9,32,320,0,26,0,614,0,45,7,0,2610,222,105,157,5,89,2952,236,244,675,895,875,2004,1184,0,0,0,0,0,0,0,0,0,0,484102056
"40109107500",1929,389,1037,503,318,611,1000,0,0,0,1,171,73,93,480,0,2,0,176,18,248,136,27,7,492,5,0,1480,278,50,69,1,51,1816,113,156,443,481,460,1269,660,0,0,0,0,0,0,0,0,0,0,242051028
"40109107601",3227,740,1679,808,978,1098,1151,0,0,0,69,139,17,997,196,10,251,21,281,0,100,733,70,10,304,29,0,2561,346,101,97,9,113,3023,204,246,744,841,656,1799,1428,0,0,0,0,0,0,0,0,0,0,564785732
"40109107604",3772,1106,1860,806,1235,1688,849,0,1,0,29,9,17,791,0,33,60,11,75,2,1,2119,39,0,564,21,0,2989,431,139,73,7,133,3554,218,288,733,868,777,1309,2463,0,0,0,0,0,0,0,0,0,0,302563785
"40109107605",424,151,212,61,147,144,133,0,0,0,3,0,8,320,0,0,2,77,0,0,10,0,2,0,2,0,0,319,80,12,4,0,9,392,32,38,85,95,55,268,156,0,0,0,0,0,0,0,0,0,0,221880109
"40109107606",828,248,427,153,224,329,275,4,0,67,99,1,154,89,0,5,0,0,55,0,57,0,28,54,163,52,0,665,88,41,9,2,23,785,43,66,188,201,125,504,324,0,0,0,0,0,0,0,0,0,0,221880109
"40109107607",554,194,273,87,223,190,141,0,0,0,77,1,0,62,2,0,39,5,31,0,5,0,146,0,172,14,0,375,123,22,13,0,21,521,33,47,125,115,73,221,333,0,0,0,0,0,0,0,0,0,0,342905623
"40109107703",1146,280,572,294,288,495,363,0,0,0,178,268,1,67,13,5,67,20,70,19,21,0,229,12,168,8,0,860,157,58,32,2,37,1066,80,119,270,295,182,520,626,0,0,0,0,0,0,0,0,0,0,383247461
"40109107704",198,93,79,26,113,70,15,0,0,0,0,0,0,55,0,0,1,2,0,0,9,0,3,0,127,1,0,154,26,7,5,0,6,181,17,14,28,39,24,94,104,0,0,0,0,0,0,0,0,0,0,141196433
"40109107705",460,164,212,84,181,188,91,0,0,0,0,0,0,101,0,0,32,5,16,0,16,0,84,0,198,8,0,330,73,33,10,1,13,418,42,47,102,87,60,180,280,0,0,0,0,0,0,0,0,0,0,181538271
"40109107706",628,267,269,92,326,259,43,0,0,0,0,3,0,197,0,0,9,0,2,0,232,0,33,0,108,44,0,441,112,38,15,0,22,576,52,70,136,111,44,346,282,0,0,0,0,0,0,0,0,0,0,161367352
"40109107707",802,262,363,177,423,290,89,0,0,0,9,0,1,171,9,0,21,48,71,0,14,0,176,12,249,21,0,579,145,30,13,2,33,727,75,87,187,174,92,272,530,0,0,0,0,0,0,0,0,0,0,342905623
"40109107801",239,71,112,56,82,74,83,0,0,0,23,0,3,57,1,0,0,4,2,0,7,0,0,0,28,114,0,187,25,10,7,0,10,221,18,29,61,46,32,136,103,0,0,0,0,0,0,0,0,0,0,242051028
"40109107804",1452,463,673,316,568,699,185,0,0,0,4,1,2,772,2,1,28,14,55,0,22,113,6,0,281,61,90,1115,185,53,49,2,48,1362,90,142,360,315,172,678,774,0,0,0,0,0,0,0,0,0,0,443760218
"40109107805",210,70,93,47,96,73,41,0,0,0,1,2,4,33,1,0,8,0,0,0,5,0,23,0,71,31,31,164,15,8,11,0,12,191,19,17,46,42,35,93,117,0,0,0,0,0,0,0,0,0,0,221880109
"40109107806",1216,285,671,260,242,524,450,0,1,30,164,96,138,171,151,0,8,23,16,0,153,0,102,25,57,78,3,978,149,41,10,2,36,1085,131,117,288,351,175,752,464,0,0,0,0,0,0,0,0,0,0,806836760
"40109107807",242,105,98,39,116,80,46,0,0,0,9,1,7,21,1,0,36,10,2,0,5,0,13,0,132,5,0,192,30,7,2,0,11,225,17,25,53,36,23,109,133,0,0,0,0,0,0,0,0,0,0,342905623
"40109107808",709,269,306,134,266,286,157,0,11,0,7,0,11,114,0,9,196,16,52,36,20,0,24,0,193,20,0,552,101,28,14,0,14,643,66,65,131,130,114,334,375,0,0,0,0,0,0,0,0,0,0,322734704
"40109107809",507,97,272,138,87,314,106,0,0,0,0,298,0,150,0,0,0,0,10,0,10,0,9,0,25,5,0,396,44,18,32,0,17,467,40,62,148,144,56,247,260,0,0,0,0,0,0,0,0,0,0,161367352
"40109107810",239,73,114,52,138,90,11,0,0,0,8,0,0,10,0,0,3,0,0,0,0,0,159,0,49,10,0,135,82,8,5,0,9,226,13,29,59,57,21,87,152,0,0,0,0,0,0,0,0,0,0,201709190
"40109107900",194,33,113,48,52,86,56,0,0,0,11,43,4,0,29,0,0,0,0,0,3,0,74,0,8,22,0,98,82,4,6,0,4,186,8,23,58,54,26,99,95,0,0,0,0,0,0,0,0,0,0,242051028
"40109108003",265,41,157,67,39,143,83,0,0,0,9,79,5,3,10,0,0,35,3,0,21,65,21,0,10,4,0,189,47,15,3,0,11,245,20,37,84,64,39,133,132,0,0,0,0,0,0,0,0,0,0,463931137
"40109108005",321,51,205,65,74,163,84,2,3,0,17,27,0,0,4,0,0,0,4,0,15,0,237,0,1,8,3,175,116,11,5,3,11,311,10,25,80,96,69,136,185,0,0,0,0,0,0,0,0,0,0,302563785
"40109108006",378,130,178,70,196,127,55,0,12,0,25,2,1,72,0,1,14,24,17,0,0,0,29,85,53,43,0,302,40,10,13,0,13,343,35,51,76,77,44,162,216,0,0,0,0,0,0,0,0,0,0,302563785
"40109108007",1524,282,881,361,310,602,612,0,1,0,4,0,17,119,0,0,58,7,12,0,43,0,1162,0,95,6,0,1150,198,58,71,1,46,1451,73,110,287,502,343,458,1066,0,0,0,0,0,0,0,0,0,0,544614813
"40109108008",1279,348,697,234,329,513,437,21,0,0,23,0,0,254,1,10,18,6,11,2,128,0,443,26,38,30,268,948,202,47,42,4,36,1180,99,96,286,317,232,618,661,0,0,0,0,0,0,0,0,0,0,423589299
"40109108009",200,71,85,44,75,97,28,0,0,0,0,0,18,82,4,0,0,0,12,8,9,0,59,0,0,8,0,146,27,3,17,1,6,174,26,22,43,33,31,78,122,0,0,0,0,0,0,0,0,0,0,201709190
"40109108010",698,275,280,143,358,305,35,0,0,0,5,3,2,336,0,0,9,19,2,0,11,0,111,0,194,6,0,484,150,29,11,1,23,645,53,64,157,146,56,264,434,0,0,0,0,0,0,0,0,0,0,363076542
"40109108011",394,109,216,69,139,180,75,0,0,0,0,10,6,67,0,0,88,3,3,0,95,0,28,0,19,43,32,258,108,7,9,3,9,362,32,47,84,98,56,171,223,0,0,0,0,0,0,0,0,0,0,262221947
"40109108101",1033,174,599,260,165,400,468,0,2,0,79,211,281,8,32,4,0,8,36,0,73,102,152,33,1,11,0,790,124,52,37,0,30,957,76,100,265,276,218,604,429,0,0,0,0,0,0,0,0,0,0,827007679
"40109108106",723,166,401,156,166,236,321,4,15,0,270,30,57,58,1,0,9,19,50,0,32,17,62,47,37,15,0,616,49,28,11,0,19,674,49,62,163,173,159,484,239,0,0,0,0,0,0,0,0,0,0,806836760
"40109108107",162,27,88,47,35,59,68,0,8,0,25,0,10,6,3,0,14,6,19,2,39,0,8,0,0,22,0,149,5,4,1,0,3,144,18,16,39,34,46,105,57,0,0,0,0,0,0,0,0,0,0,504272975
"40109108109",626,123,285,218,176,198,252,0,33,0,70,1,26,45,11,5,27,18,213,5,52,0,86,0,0,34,0,550,28,18,11,1,18,599,27,45,122,176,160,292,334,0,0,0,0,0,0,0,0,0,0,867349517
"40109108110",1953,657,955,341,742,588,623,3,8,0,89,11,621,55,38,8,42,9,100,0,48,10,148,428,301,34,0,1515,279,60,42,4,53,1789,164,155,410,416,315,1080,873,0,0,0,0,0,0,0,0,0,0,705982165
"40109108113",2429,780,1129,520,916,962,551,2,12,61,203,19,152,1027,0,14,65,48,127,4,124,1,99,19,394,52,6,1973,215,89,79,4,69,2234,195,231,568,511,339,1150,1279,0,0,0,0,0,0,0,0,0,0,645469408
"40109108114",557,168,275,114,215,165,177,0,3,0,50,0,53,68,0,7,6,14,85,3,5,17,85,0,141,20,0,454,45,25,15,0,18,535,22,47,79,140,123,256,301,0,0,0,0,0,0,0,0,0,0,564785732
"40109108201",3630,1323,1614,693,1518,1338,774,1,29,0,114,79,25,852,0,24,58,215,202,74,52,110,517,227,820,160,71,2984,358,93,86,3,106,3362,268,291,723,780,513,1685,1945,0,0,0,0,0,0,0,0,0,0,1270767897
"40109108203",477,143,244,90,158,219,100,0,1,0,76,37,4,55,9,0,16,7,4,0,65,0,101,6,82,14,0,363,71,19,7,2,15,438,39,58,106,122,48,231,246,0,0,0,0,0,0,0,0,0,0,645469408
"40109108204",1076,308,540,228,370,425,281,0,0,0,152,10,42,143,21,15,39,83,147,19,98,14,108,9,104,72,0,854,114,27,46,1,34,999,77,114,225,281,148,597,479,0,0,0,0,0,0,0,0,0,0,524443894
"40109108206",559,251,216,92,252,182,125,0,2,0,25,0,28,96,0,24,2,3,30,1,21,1,30,27,226,43,0,468,42,12,25,1,11,514,45,32,94,91,91,272,287,0,0,0,0,0,0,0,0,0,0,645469408
"40109108207",2084,581,1045,458,468,610,1006,13,29,99,53,0,5,274,0,56,149,37,101,0,38,0,403,84,248,33,462,1771,140,64,39,1,69,1993,91,137,447,525,394,1073,1011,0,0,0,0,0,0,0,0,0,0,625298489
"40109108208",2767,535,1464,768,791,968,1008,0,1,0,26,4,6,87,52,1,34,15,83,0,131,1682,412,5,220,8,0,2247,302,64,86,2,66,2607,160,204,540,660,828,1193,1574,0,0,0,0,0,0,0,0,0,0,564785732
"40109108213",1199,425,543,231,398,487,314,11,29,0,158,14,71,19,74,2,32,8,75,8,28,16,303,307,9,35,0,1033,91,29,18,5,23,1076,123,110,197,261,206,661,538,0,0,0,0,0,0,0,0,0,0,1008545950
"40109108215",526,225,220,81,237,175,114,0,3,0,18,3,10,103,3,2,60,3,38,0,37,29,52,27,114,24,0,415,68,15,14,0,14,504,22,45,92,93,71,242,284,0,0,0,0,0,0,0,0,0,0,645469408
"40109108216",1068,393,471,204,462,473,133,0,4,0,60,13,16,532,41,3,29,2,40,0,13,0,21,13,248,33,0,851,114,38,29,0,36,985,83,98,259,180,138,548,520,0,0,0,0,0,0,0,0,0,0,342905623
"40109108217",521,185,253,83,189,194,138,0,21,0,23,0,21,33,0,12,59,20,79,0,57,11,48,0,96,41,0,418,57,20,8,0,18,490,31,45,102,111,78,244,277,0,0,0,0,0,0,0,0,0,0,605127570
"40109108218",781,233,388,160,237,337,207,0,33,0,90,3,39,185,7,4,64,9,69,1,81,4,84,16,63,29,0,646,62,31,23,1,18,719,62,68,180,146,154,389,392,0,0,0,0,0,0,0,0,0,0,927862274
"40109108219",516,252,222,42,247,181,88,5,7,0,19,4,24,18,0,0,6,27,33,4,10,0,75,1,226,57,0,406,35,22,40,0,13,484,32,37,82,75,70,202,314,0,0,0,0,0,0,0,0,0,0,504272975
"40109108220",4345,817,2396,1132,1237,1724,1384,0,9,0,62,1,10,360,1,2,71,10,17,1,21,3465,106,84,103,22,0,3797,296,108,55,3,86,4184,161,270,922,1115,1221,1180,3165,0,0,0,0,0,0,0,0,0,0,645469408
"40109108221",376,176,155,45,195,106,75,0,48,0,19,28,28,35,5,3,18,10,26,0,13,12,7,9,108,7,0,328,23,8,9,0,8,359,17,25,53,62,60,153,223,0,0,0,0,0,0,0,0,0,0,827007679
"40109108301",2100,367,1184,549,261,635,1204,0,384,0,28,75,10,61,3,395,146,24,275,0,37,107,490,0,42,23,0,1769,160,76,35,0,60,1971,129,138,427,601,567,1069,1031,0,0,0,0,0,0,0,0,0,0,342905623
"40109108302",2004,503,1049,452,351,738,915,7,86,0,131,20,75,920,76,76,45,22,141,12,136,7,60,6,30,130,24,1660,178,65,49,2,50,1880,124,208,477,503,313,1409,595,0,0,0,0,0,0,0,0,0,0,584956651
"40109108303",4368,1588,1997,783,1646,1643,1079,0,27,0,83,7,150,1501,98,5,162,57,107,0,343,685,331,38,657,117,0,3469,511,134,134,1,119,4054,314,339,834,842,765,2181,2187,0,0,0,0,0,0,0,0,0,0,746324003
"40109108304",2553,910,1198,445,951,1031,571,0,9,0,60,22,111,507,17,53,183,14,183,11,102,3,485,29,480,284,0,2019,322,93,57,2,60,2394,159,234,499,547,363,1108,1445,0,0,0,0,0,0,0,0,0,0,1008545950
"40109108307",1869,425,1113,331,475,583,811,0,1,0,17,5,2,285,0,8,165,24,122,1,758,147,78,47,199,10,0,1436,268,58,41,4,62,1741,128,186,388,466,404,912,957,0,0,0,0,0,0,0,0,0,0,504272975
"40109108309",60,12,35,13,8,37,15,0,0,0,0,0,1,2,0,0,0,12,2,0,5,38,0,0,0,0,0,43,13,2,1,1,0,59,1,9,13,15,11,15,45,0,0,0,0,0,0,0,0,0,0,100854595
"40109108310",1061,247,558,256,279,517,265,0,7,0,12,28,0,51,0,2,45,40,50,0,69,202,484,0,68,3,0,758,217,33,21,1,31,972,89,109,234,280,191,370,691,0,0,0,0,0,0,0,0,0,0,161367352
"40109108313",670,271,289,110,271,283,116,0,0,0,19,0,30,107,2,0,33,32,8,0,24,6,192,0,214,3,0,490,120,20,14,1,25,614,56,41,132,135,91,267,403,0,0,0,0,0,0,0,0,0,0,262221947
"40109108314",2169,964,864,341,937,950,282,0,0,0,0,4,7,1512,0,3,6,41,105,0,29,0,62,0,374,26,0,1630,319,88,50,0,82,2019,150,194,442,375,194,947,1222,0,0,0,0,0,0,0,0,0,0,201709190
"40109108315",4194,2020,1652,522,1925,1680,589,0,0,0,37,54,10,1355,0,131,265,54,37,0,83,52,472,162,1312,170,0,3108,690,143,99,3,151,3786,408,333,653,713,475,1813,2381,0,0,0,0,0,0,0,0,0,0,504272975
"40109108316",669,179,383,107,168,265,236,0,42,0,26,8,44,13,14,0,18,4,111,4,76,0,236,0,55,18,0,532,76,22,21,0,18,633,36,56,133,163,138,306,363,0,0,0,0,0,0,0,0,0,0,645469408
"40109108317",4357,971,2439,947,792,1855,1710,0,42,58,388,411,692,499,4,95,125,46,583,56,201,104,903,11,30,109,0,3471,452,118,192,1,123,4075,282,449,967,1164,806,2246,2111,0,0,0,0,0,0,0,0,0,0,705982165
"40109108318",7764,2077,4247,1440,1692,2757,3315,1,57,17,1135,1079,1190,860,330,125,114,88,390,23,438,117,501,115,1052,132,0,6189,936,249,193,12,185,6688,1076,908,1837,1846,1096,5066,2698,0,0,0,0,0,0,0,0,0,0,806836760
"40109108402",271,93,115,63,112,83,76,0,1,0,5,10,2,48,1,4,62,6,14,0,44,0,2,0,66,6,0,224,28,8,8,1,2,258,13,19,48,51,60,121,150,0,0,0,0,0,0,0,0,0,0,363076542
"40109108403",537,122,281,134,157,201,179,0,3,0,1,0,17,63,3,14,165,27,58,0,32,25,44,5,70,10,0,442,54,14,20,1,6,507,30,53,114,123,125,207,330,0,0,0,0,0,0,0,0,0,0,322734704
"40109108404",1663,399,898,366,367,691,605,4,5,0,17,3,17,64,122,0,10,6,55,32,549,231,289,150,31,12,66,1196,332,43,38,1,53,1559,104,126,361,428,349,681,982,0,0,0,0,0,0,0,0,0,0,463931137
"40109108504",1435,423,745,267,412,583,440,0,69,0,62,3,55,32,1,0,70,77,139,42,53,13,429,46,337,7,0,1130,189,54,22,4,36,1336,99,128,246,341,297,628,807,0,0,0,0,0,0,0,0,0,0,907691355
"40109108506",467,120,227,120,141,136,190,0,24,0,11,16,10,10,3,5,139,18,41,0,23,22,55,52,20,18,0,401,26,14,11,2,13,437,30,36,85,119,107,211,256,0,0,0,0,0,0,0,0,0,0,605127570
"40109108507",1363,280,702,381,302,509,552,0,53,0,182,201,35,361,2,8,127,15,77,0,84,0,29,0,128,61,0,1135,115,46,17,0,50,1220,143,158,347,382,196,833,530,0,0,0,0,0,0,0,0,0,0,161367352
"40109108508",1608,508,794,306,411,614,583,0,4,0,12,0,16,54,2,0,72,23,140,416,79,45,106,4,617,18,0,1216,260,44,40,1,47,1483,125,129,308,391,272,682,926,0,0,0,0,0,0,0,0,0,0,363076542
"40109108511",11586,3010,6493,2083,1769,4060,5757,0,1130,0,127,466,105,254,21,262,1589,98,1544,1284,2147,47,1202,27,1091,189,3,9084,1492,344,333,16,317,10871,715,917,2341,2926,2392,5570,6016,0,0,0,0,0,0,0,0,0,0,1069058707
"40109108512",1342,295,781,266,279,387,676,3,13,11,129,1,35,58,53,4,16,15,279,2,12,542,13,70,56,15,15,1175,62,45,30,1,29,1262,80,96,307,319,325,692,650,0,0,0,0,0,0,0,0,0,0,1069058707
"40109108513",259,99,118,42,99,85,75,0,0,0,19,0,6,41,0,3,7,2,8,4,73,0,2,0,92,2,0,214,21,7,9,2,6,239,20,21,39,57,43,137,122,0,0,0,0,0,0,0,0,0,0,383247461
"40109108514",1253,544,539,170,547,465,241,0,11,0,3,1,50,203,14,2,96,13,73,5,41,10,158,29,498,46,0,1010,137,38,37,1,30,1135,118,108,223,224,154,557,696,0,0,0,0,0,0,0,0,0,0,443760218
"40109108515",1567,383,837,347,478,554,535,1,19,0,10,17,34,124,7,5,167,36,106,158,57,62,492,0,152,120,0,1201,205,38,69,8,46,1462,105,155,365,390,274,739,828,0,0,0,0,0,0,0,0,0,0,625298489
"40109108519",8237,1552,4893,1792,971,3036,4230,0,19,0,41,8,89,41,4,3,55,55,110,7,591,0,7083,79,2,50,0,6739,730,246,343,3,176,7801,436,555,1626,2459,2045,1966,6271,0,0,0,0,0,0,0,0,0,0,605127570
"40109108520",635,195,302,138,238,268,129,0,3,0,6,3,68,52,0,0,14,7,113,0,0,0,35,162,114,58,0,501,85,20,14,2,13,588,47,56,118,135,131,277,358,0,0,0,0,0,0,0,0,0,0,463931137
"40109108521",4813,1549,2447,817,1380,2216,1217,0,21,0,205,102,65,1814,12,64,380,43,190,1,1054,16,46,145,576,79,0,3683,745,161,102,5,117,4432,381,439,982,1140,703,2472,2341,0,0,0,0,0,0,0,0,0,0,363076542
"40109108523",625,222,290,113,228,281,116,0,10,0,22,0,5,185,0,1,13,24,26,0,158,6,30,4,54,87,0,437,113,20,22,1,32,558,67,60,135,131,77,289,336,0,0,0,0,0,0,0,0,0,0,584956651
"40109108524",140,42,70,28,39,43,58,0,43,0,13,1,2,3,0,0,7,7,13,0,13,4,8,0,24,2,0,119,7,8,3,0,3,126,14,9,29,31,29,90,50,0,0,0,0,0,0,0,0,0,0,443760218
"40109108525",34,7,14,13,10,16,8,0,0,0,6,3,1,2,0,0,3,1,2,0,6,0,10,0,0,0,0,26,6,1,1,0,0,30,4,5,7,7,8,21,13,0,0,0,0,0,0,0,0,0,0,262221947
"40109108526",1039,368,503,168,225,417,397,0,4,0,43,0,2,260,0,11,33,265,19,182,39,23,41,0,112,5,0,858,97,41,16,0,27,959,80,75,222,200,174,533,506,0,0,0,0,0,0,0,0,0,0,302563785
"40109108527",1098,484,479,135,546,396,156,0,4,0,22,5,4,184,1,2,1,244,23,3,193,0,164,0,224,24,0,814,166,52,30,2,34,1011,87,92,180,204,138,574,524,0,0,0,0,0,0,0,0,0,0,423589299
"40109108528",1893,272,1152,469,312,612,969,0,1,0,12,0,25,14,0,8,1101,1,23,0,13,622,30,2,33,8,0,1530,224,48,47,1,43,1770,123,107,386,520,608,777,1116,0,0,0,0,0,0,0,0,0,0,181538271
"40109108529",1308,438,633,237,448,589,271,0,14,0,4,397,11,223,10,1,51,4,130,0,42,9,131,0,211,70,0,1033,153,66,20,0,36,1157,151,149,271,282,168,663,645,0,0,0,0,0,0,0,0,0,0,302563785
"40109108530",590,198,273,119,226,273,91,0,4,0,6,2,7,212,0,0,9,11,21,0,50,0,154,2,67,45,0,441,97,14,17,0,21,545,45,57,128,124,83,230,360,0,0,0,0,0,0,0,0,0,0,322734704
