FID,h_geocode,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,createdate
147,401091002004012,16,8,8,0,5,8,3,0,0,1,0,1,1,1,1,0,0,1,1,0,1,3,1,0,3,1,0,13,1,1,1,0,0,13,3,2,1,4,1,7,9,20170919
148,401091002004013,43,11,27,5,7,17,19,0,1,0,1,2,2,4,0,1,2,1,3,2,2,4,5,2,6,2,3,31,7,2,1,0,2,42,1,6,10,7,9,25,18,20170919
149,401091002004014,9,5,3,1,4,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,3,0,0,9,0,0,0,0,0,8,1,0,1,1,2,3,6,20170919
150,401091002004015,7,0,4,3,1,1,5,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,4,1,2,0,0,0,7,0,1,2,3,1,4,3,20170919
151,401091002005000,68,20,32,16,16,35,17,0,2,0,3,5,0,13,3,2,2,1,4,0,5,6,8,1,11,1,1,57,5,2,4,0,0,61,7,8,16,17,7,27,41,20170919
152,401091002005001,15,4,7,4,6,5,4,0,0,0,0,1,0,2,0,0,0,1,1,0,3,1,1,0,3,1,1,14,1,0,0,0,0,14,1,0,1,7,3,8,7,20170919
153,401091002005002,55,14,29,12,19,19,17,0,2,0,1,0,3,7,2,1,3,3,4,1,4,6,7,1,6,0,4,39,7,2,2,0,5,52,3,10,6,12,13,22,33,20170919
154,401091002005004,18,0,13,5,1,8,9,0,1,0,0,2,0,0,0,2,0,0,3,1,2,1,3,0,2,0,1,13,2,0,2,0,1,17,1,1,5,11,1,12,6,20170919
155,401091002005005,15,3,11,1,2,4,9,0,0,0,1,0,0,0,0,0,5,0,2,0,1,1,0,0,1,0,4,14,0,0,0,0,1,14,1,1,3,2,6,5,10,20170919
156,401091002005006,16,4,10,2,6,8,2,0,0,0,0,2,1,4,0,0,0,0,1,0,1,3,3,0,1,0,0,10,1,0,5,0,0,16,0,1,5,6,0,8,8,20170919
157,401091002005007,23,6,12,5,7,10,6,0,0,0,2,2,1,1,1,0,1,0,1,0,1,3,6,0,2,1,1,16,4,0,1,0,2,20,3,3,7,6,1,12,11,20170919
158,401091002005008,48,7,33,8,9,13,26,0,0,0,2,3,2,5,1,1,1,1,7,0,3,8,7,2,2,1,2,43,2,1,2,0,0,48,0,2,11,15,13,26,22,20170919
159,401091002005009,50,10,26,14,17,18,15,0,1,0,0,7,0,3,2,0,0,2,4,2,5,1,7,1,10,3,2,43,2,2,0,0,3,40,10,4,12,13,11,25,25,20170919
160,401091002005010,19,8,8,3,7,7,5,0,0,0,2,0,1,2,0,1,0,0,1,0,0,3,2,1,5,0,1,17,0,1,0,0,1,17,2,0,4,6,1,10,9,20170919
161,401091002005011,58,18,33,7,16,18,24,0,3,0,5,3,1,8,3,1,0,0,8,0,3,6,6,2,6,0,3,43,10,3,0,0,2,53,5,5,10,18,7,21,37,20170919
162,401091002005014,16,5,7,4,4,8,4,0,0,0,1,1,2,2,0,0,2,0,0,1,2,0,2,0,0,1,2,15,1,0,0,0,0,15,1,3,3,1,4,11,5,20170919
163,401091002005015,34,6,21,7,7,13,14,0,2,0,0,3,1,2,2,0,3,1,2,2,3,1,4,0,4,1,3,28,2,0,3,0,1,28,6,8,8,6,6,18,16,20170919
164,401091002005016,27,11,9,7,5,16,6,0,2,0,2,3,0,2,0,0,2,0,1,0,2,5,3,0,3,0,2,23,2,0,1,0,1,24,3,2,4,6,4,11,16,20170919
165,401091002006000,16,6,7,3,3,8,5,0,2,0,0,1,0,0,0,1,2,1,0,0,4,3,1,0,1,0,0,15,1,0,0,0,0,14,2,0,2,5,3,10,6,20170919
166,401091002006001,39,10,21,8,6,17,16,0,1,0,3,1,1,4,2,0,1,1,2,1,2,6,7,0,4,2,1,34,1,2,1,0,1,33,6,2,5,11,11,24,15,20170919
167,401091002006003,15,1,9,5,4,8,3,0,0,0,0,2,0,1,0,0,1,1,1,0,0,1,1,0,4,2,1,11,0,0,4,0,0,14,1,2,4,1,7,7,8,20170919
168,401091002006005,23,6,16,1,4,7,12,0,1,0,2,3,1,2,0,0,1,0,2,0,1,1,3,0,5,1,0,18,1,3,0,0,1,20,3,2,8,4,3,11,12,20170919
169,401091002006006,15,5,8,2,1,7,7,0,0,0,1,2,1,1,0,0,0,0,1,0,1,0,3,0,4,0,1,12,1,1,0,0,1,14,1,2,6,0,2,9,6,20170919
170,401091002006007,11,3,5,3,4,4,3,0,0,0,0,0,1,3,0,0,1,0,0,0,0,1,3,0,1,1,0,7,2,1,0,0,1,8,3,0,2,5,1,2,9,20170919
171,401091002006008,22,5,13,4,3,10,9,0,0,0,0,0,0,4,0,1,3,0,3,0,1,1,3,1,0,2,3,19,1,2,0,0,0,21,1,2,5,6,4,11,11,20170919
172,401091002006010,39,14,18,7,5,18,16,0,0,0,2,3,0,2,3,3,3,1,1,1,4,5,3,0,4,0,4,35,2,0,1,0,1,39,0,2,7,7,9,23,16,20170919
173,401091002006011,7,1,5,1,3,2,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,6,0,0,0,0,1,5,2,0,1,2,3,4,3,20170919
174,401091002006012,31,6,18,7,7,12,12,0,1,0,1,2,0,4,2,2,1,0,2,0,1,4,6,0,3,1,1,22,2,0,2,0,5,31,0,5,5,8,7,15,16,20170919
175,401091002006015,34,11,16,7,7,17,10,0,2,1,1,1,2,1,0,0,1,2,4,0,3,2,4,0,4,2,4,27,2,1,2,0,2,33,1,2,4,11,6,20,14,20170919
176,401091002006016,37,11,16,10,5,19,13,0,1,0,3,1,0,4,0,0,2,0,8,0,4,0,6,0,5,1,2,34,0,1,0,0,2,37,0,1,4,14,7,18,19,20170919
177,401091002006017,17,3,9,5,1,7,9,0,0,0,1,3,1,4,0,1,1,0,1,0,0,1,2,1,0,1,0,15,0,0,1,0,1,16,1,3,2,7,2,8,9,20170919
178,401091002007000,22,4,14,4,4,12,6,0,0,0,0,4,0,3,0,1,1,0,2,0,3,0,4,0,3,1,0,10,3,2,5,0,2,19,3,1,8,4,5,9,13,20170919
179,401091002007001,7,3,4,0,1,4,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,1,0,1,0,0,5,1,1,0,0,0,7,0,0,3,1,0,6,1,20170919
180,401091002007002,159,37,87,35,42,71,46,0,5,1,5,10,5,13,5,5,7,5,8,1,12,15,32,1,19,3,7,114,22,2,17,0,4,150,9,15,34,45,28,80,79,20170919
181,401091002007003,15,6,6,3,3,7,5,0,0,0,1,1,0,1,0,0,0,0,0,0,2,2,2,1,3,1,1,11,2,2,0,0,0,15,0,1,1,4,3,5,10,20170919
182,401091002007004,10,1,4,5,1,5,4,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,3,0,1,0,0,8,1,0,0,0,1,10,0,0,3,5,1,4,6,20170919
183,401091002007005,18,1,13,4,3,6,9,0,1,0,1,0,0,2,0,1,1,1,2,0,0,2,2,0,3,2,0,15,0,0,1,0,2,17,1,3,2,8,4,10,8,20170919
184,401091002007006,26,4,16,6,5,10,11,0,2,0,2,2,2,0,0,1,2,0,0,2,4,1,3,1,1,0,3,21,3,0,0,0,2,24,2,8,7,5,2,14,12,20170919
185,401091002007008,113,28,63,22,25,43,45,0,6,0,4,8,2,13,4,5,6,2,8,3,3,13,15,1,15,4,1,93,7,6,6,0,1,108,5,13,22,18,32,64,49,20170919
186,401091002007009,26,8,11,7,8,12,6,0,0,0,3,0,0,2,1,0,1,1,3,0,1,3,2,0,4,1,4,25,0,0,0,0,1,24,2,3,6,5,4,12,14,20170919
187,401091002007010,16,2,10,4,3,4,9,0,0,0,0,1,1,1,0,0,4,0,1,1,2,2,2,0,0,0,1,13,2,1,0,0,0,16,0,2,3,6,3,7,9,20170919
188,401091002007011,29,5,18,6,4,15,10,0,0,0,1,2,2,3,0,1,4,1,1,1,1,2,3,0,3,2,2,27,0,2,0,0,0,28,1,2,7,8,7,20,9,20170919
189,401091002007012,39,13,22,4,5,22,12,0,2,0,0,4,1,2,3,0,1,0,2,0,2,5,6,0,6,1,4,30,2,2,2,0,3,34,5,4,4,14,4,17,22,20170919
190,401091002007013,25,5,19,1,11,7,7,0,2,0,1,0,0,5,1,1,1,0,3,1,1,2,1,0,2,2,2,21,3,0,0,0,1,22,3,3,4,12,1,8,17,20170919
191,401091002007014,13,3,9,1,3,3,7,0,0,0,0,1,1,2,2,0,0,1,1,0,2,1,1,0,0,1,0,10,0,1,0,0,2,12,1,1,3,1,5,7,6,20170919
192,401091003001000,12,2,7,3,5,3,4,0,0,0,1,0,1,1,0,0,0,1,2,0,1,1,2,0,2,0,0,9,0,1,2,0,0,12,0,2,2,2,4,4,8,20170919
193,401091003001002,28,8,14,6,4,8,16,0,4,0,0,3,0,2,1,0,2,0,1,2,1,4,5,0,1,0,2,25,3,0,0,0,0,26,2,2,9,6,3,14,14,20170919
194,401091003001003,23,4,14,5,2,7,14,0,3,0,0,0,1,1,0,0,0,2,3,0,1,2,4,0,2,1,3,19,2,0,0,0,2,20,3,0,6,7,6,12,11,20170919
195,401091003001004,29,5,19,5,5,9,15,0,1,0,1,3,0,2,1,0,2,0,4,1,2,3,5,0,2,2,0,27,0,0,0,0,2,26,3,2,7,9,6,13,16,20170919
196,401091003001005,39,6,20,13,11,5,23,0,2,2,2,3,1,3,0,0,3,0,1,0,3,3,7,0,3,0,6,32,0,0,5,0,2,36,3,4,5,10,14,20,19,20170919
197,401091003001006,31,8,12,11,4,8,19,0,0,0,0,2,2,2,0,1,5,1,3,1,3,0,5,0,3,2,1,24,1,1,1,0,4,29,2,4,4,8,7,16,15,20170919
198,401091003001008,14,4,8,2,3,3,8,0,0,0,0,0,2,4,0,0,0,0,2,0,1,0,3,1,1,0,0,10,4,0,0,0,0,13,1,0,3,3,4,8,6,20170919
199,401091003001009,16,4,8,4,2,4,10,0,0,0,0,2,1,2,0,0,2,0,0,0,1,1,2,0,3,1,1,16,0,0,0,0,0,16,0,2,5,3,2,8,8,20170919
200,401091003001011,33,5,16,12,8,8,17,0,2,0,1,0,0,2,0,0,0,0,2,3,2,6,6,1,3,3,2,30,3,0,0,0,0,28,5,6,3,8,11,15,18,20170919
201,401091003001012,38,4,21,13,7,10,21,0,1,1,2,2,0,3,1,1,1,0,2,0,5,3,7,1,4,2,2,34,1,1,1,0,1,31,7,7,6,8,13,23,15,20170919
202,401091003001013,18,3,9,6,4,3,11,0,0,0,0,1,1,2,0,0,2,0,2,0,2,2,2,1,1,1,1,17,1,0,0,0,0,17,1,1,3,8,3,9,9,20170919
203,401091003001015,26,6,13,7,6,4,16,0,3,1,3,2,1,0,1,0,1,1,2,1,4,3,0,0,2,1,0,23,0,0,3,0,0,24,2,2,3,7,8,16,10,20170919
204,401091003001017,26,6,15,5,3,11,12,0,0,0,4,0,1,2,1,0,1,0,1,1,2,4,4,0,3,1,1,22,3,1,0,0,0,25,1,3,4,8,5,13,13,20170919
205,401091003001019,10,2,6,2,0,4,6,0,1,0,0,1,0,0,0,0,0,0,1,2,0,1,1,0,1,2,0,10,0,0,0,0,0,10,0,0,3,3,2,7,3,20170919
206,401091003001021,8,1,6,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,7,0,0,1,0,0,7,1,0,3,2,2,5,3,20170919
207,401091003001023,21,1,15,5,3,3,15,0,2,0,3,0,0,1,0,0,1,2,2,1,2,4,0,0,1,0,2,21,0,0,0,0,0,20,1,1,4,6,9,12,9,20170919
208,401091003001024,16,5,7,4,3,8,5,0,0,0,1,2,1,0,0,0,0,0,2,0,0,4,2,0,2,2,0,15,0,1,0,0,0,16,0,3,1,3,4,10,6,20170919
209,401091003001026,17,3,10,4,1,5,11,0,0,0,0,0,0,3,0,0,3,0,1,1,0,3,2,0,0,0,4,17,0,0,0,0,0,17,0,0,4,4,6,10,7,20170919
210,401091003001028,16,4,7,5,3,4,9,0,1,0,2,0,0,3,0,1,2,0,1,0,0,2,2,0,1,0,1,10,3,1,2,0,0,16,0,0,5,2,5,9,7,20170919
211,401091003002000,58,15,30,13,9,17,32,0,6,2,1,3,0,4,0,1,8,0,2,2,5,7,8,1,4,1,3,53,1,0,3,0,1,58,0,3,9,15,16,30,28,20170919
212,401091003002001,24,5,14,5,2,7,15,0,2,0,1,0,1,3,0,1,1,0,0,2,1,5,6,0,0,0,1,17,7,0,0,0,0,22,2,1,7,3,8,10,14,20170919
213,401091003002002,24,2,13,9,3,6,15,0,2,1,1,1,1,2,0,0,2,1,3,0,2,2,4,0,2,0,0,20,3,1,0,0,0,21,3,6,7,3,6,14,10,20170919
214,401091003002003,44,9,24,11,10,12,22,0,2,1,2,3,0,3,0,1,1,2,6,0,5,5,6,0,6,0,1,36,3,0,4,0,1,41,3,0,9,11,15,24,20,20170919
215,401091003002004,42,9,24,9,9,8,25,0,4,3,2,0,2,7,1,2,1,1,2,1,3,3,4,1,4,0,1,41,1,0,0,0,0,42,0,4,11,8,10,23,19,20170919
216,401091003002005,18,5,8,5,2,6,10,1,1,0,1,1,0,3,0,0,0,0,0,0,3,1,0,0,3,0,4,17,1,0,0,0,0,15,3,0,3,4,6,13,5,20170919
217,401091003002006,28,5,13,10,5,4,19,0,3,0,2,0,1,2,0,1,0,1,1,4,1,4,4,0,2,0,2,26,0,1,0,0,1,27,1,2,6,6,9,12,16,20170919
218,401091003002007,54,7,39,8,6,10,38,0,5,1,0,2,2,4,1,2,2,1,6,4,3,7,7,2,2,0,3,51,2,1,0,0,0,53,1,1,8,13,25,30,24,20170919
219,401091003002008,41,3,23,15,7,7,27,0,2,1,2,0,2,2,0,0,2,0,2,1,2,8,8,0,4,1,4,40,0,0,0,0,1,41,0,4,9,12,13,22,19,20170919
220,401091003002010,24,4,13,7,5,6,13,0,1,0,0,3,1,2,0,0,3,0,2,1,1,3,3,0,2,0,2,23,0,0,0,0,1,22,2,0,8,7,5,12,12,20170919
221,401091003002011,32,5,21,6,4,10,18,0,2,0,0,0,0,1,0,1,1,0,3,1,5,4,9,0,2,1,2,24,8,0,0,0,0,31,1,2,7,10,8,11,21,20170919
222,401091003002012,6,1,3,2,1,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,6,0,0,0,0,0,5,1,1,0,0,4,2,4,20170919
223,401091003002013,35,3,23,9,6,6,23,0,2,0,3,2,0,4,0,0,3,1,4,1,1,4,2,1,2,2,3,33,0,0,0,0,2,34,1,2,6,13,11,18,17,20170919
224,401091003003001,114,22,58,34,18,42,54,0,6,1,5,7,3,7,5,2,12,2,7,7,7,11,17,0,10,2,3,107,3,2,0,0,2,104,10,14,23,23,32,58,56,20170919
225,401091003003002,21,2,9,10,5,3,13,0,1,0,0,3,2,1,0,4,0,0,1,0,1,4,4,0,0,0,0,18,3,0,0,0,0,21,0,1,5,7,6,8,13,20170919
226,401091003003003,15,4,6,5,1,8,6,0,0,0,0,0,0,1,0,0,2,1,3,0,0,2,1,0,1,0,4,15,0,0,0,0,0,15,0,1,2,2,6,6,9,20170919
227,401091003003004,25,4,14,7,2,8,15,0,1,0,1,1,1,1,0,0,3,0,2,2,3,3,4,0,0,0,3,22,1,0,0,0,2,23,2,1,4,8,8,11,14,20170919
228,401091003003005,13,4,7,2,3,4,6,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,3,0,3,1,0,9,2,2,0,0,0,13,0,2,1,3,3,8,5,20170919
229,401091003003006,20,7,9,4,3,6,11,0,2,0,1,1,1,1,1,0,0,1,1,2,3,3,1,0,2,0,0,14,4,2,0,0,0,20,0,1,6,4,2,11,9,20170919
230,401091003003007,24,5,12,7,4,9,11,0,1,1,2,1,0,1,0,0,0,1,2,0,3,4,3,0,3,2,0,24,0,0,0,0,0,20,4,5,5,4,5,11,13,20170919
231,401091003003008,19,5,10,4,2,4,13,0,2,0,0,1,1,2,1,1,0,0,1,0,1,1,4,0,2,1,1,19,0,0,0,0,0,19,0,2,4,3,5,13,6,20170919
232,401091003003009,29,6,15,8,8,7,14,0,2,0,2,3,1,2,2,1,0,0,1,0,1,3,3,1,4,0,3,19,0,0,6,0,4,28,1,4,7,9,3,16,13,20170919
233,401091003003010,12,4,5,3,1,4,7,0,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,3,0,1,9,2,0,1,0,0,11,1,0,2,3,3,6,6,20170919
234,401091003003023,29,6,15,8,5,7,17,0,4,1,2,0,0,2,1,1,0,0,4,1,2,5,4,0,1,0,1,25,0,3,0,0,1,29,0,3,7,8,5,15,14,20170919
235,401091003003024,20,4,9,7,3,6,11,0,0,0,2,2,2,3,0,1,0,0,1,0,0,1,5,0,2,0,1,17,1,1,1,0,0,18,2,2,2,6,6,11,9,20170919
236,401091003003025,41,4,18,19,9,8,24,0,1,0,3,0,1,1,2,2,6,1,2,4,1,9,5,0,1,1,1,41,0,0,0,0,0,41,0,2,8,13,14,20,21,20170919
237,401091003003026,41,3,22,16,4,12,25,0,2,0,1,2,2,1,1,0,4,1,3,3,2,6,8,2,2,0,1,40,0,0,0,0,1,38,3,2,14,10,12,20,21,20170919
238,401091003003027,52,13,23,16,11,16,25,0,0,0,2,0,1,9,1,1,2,1,5,0,1,8,13,2,3,1,2,50,1,0,0,0,1,51,1,1,8,17,13,19,33,20170919
239,401091003003028,16,0,12,4,5,2,9,0,1,2,1,1,0,0,0,0,1,0,2,0,1,4,1,0,1,0,1,15,0,1,0,0,0,16,0,0,2,7,7,9,7,20170919
240,401091003003029,50,15,23,12,11,13,26,0,3,0,4,2,1,3,0,1,3,0,7,3,4,4,8,0,5,0,2,47,0,1,1,0,1,46,4,4,11,10,10,27,23,20170919
241,401091003003030,33,7,13,13,4,8,21,0,3,2,2,1,0,3,0,2,2,0,1,0,3,4,5,0,3,0,2,32,0,1,0,0,0,31,2,5,5,8,8,16,17,20170919
242,401091003003032,25,6,11,8,6,6,13,0,3,0,0,1,0,0,0,2,1,0,1,0,1,5,5,0,4,0,2,22,3,0,0,0,0,25,0,1,4,4,10,12,13,20170919
243,401091003003033,22,5,13,4,6,7,9,0,2,1,0,0,1,1,0,0,1,0,0,0,0,7,4,0,4,0,1,18,0,0,4,0,0,21,1,0,5,5,7,12,10,20170919
244,401091004001000,17,6,5,6,8,6,3,0,0,0,1,2,0,1,0,0,0,0,2,0,2,2,2,1,2,2,0,7,10,0,0,0,0,16,1,3,2,2,4,12,5,20170919
245,401091004001001,12,2,8,2,5,6,1,0,0,0,0,0,0,2,0,0,0,0,1,1,1,2,3,1,1,0,0,2,10,0,0,0,0,12,0,2,3,4,1,5,7,20170919
246,401091004001002,7,1,4,2,3,4,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,0,1,6,0,0,0,0,7,0,2,1,3,0,6,1,20170919
247,401091004001003,12,5,6,1,5,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,4,1,2,0,1,0,12,0,0,0,0,12,0,2,3,0,2,3,9,20170919
248,401091004001004,6,2,3,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,1,5,0,0,0,0,6,0,1,2,1,0,1,5,20170919
249,401091004001005,6,1,5,0,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,2,4,0,0,0,0,6,0,0,1,2,2,3,3,20170919
250,401091004001006,14,4,9,1,6,7,1,0,0,0,1,2,0,0,0,1,0,1,1,0,1,0,4,0,2,0,1,1,7,6,0,0,0,5,9,1,6,3,0,4,10,20170919
251,401091004001007,4,3,1,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,3,0,0,0,0,4,0,1,0,0,0,2,2,20170919
252,401091004001008,8,2,4,2,3,4,1,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,1,0,1,0,0,0,8,0,0,0,0,8,0,1,2,2,1,2,6,20170919
253,401091004001009,24,7,12,5,4,19,1,0,1,0,0,1,0,5,1,0,1,0,2,0,3,1,5,0,2,1,1,12,12,0,0,0,0,24,0,0,8,6,3,7,17,20170919
254,401091004001010,21,4,13,4,8,12,1,0,0,0,1,1,0,1,2,1,1,0,0,1,2,2,4,1,2,1,1,2,19,0,0,0,0,20,1,4,7,3,3,11,10,20170919
255,401091004001011,11,0,8,3,2,7,2,0,0,0,0,2,0,4,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11,0,0,0,0,11,0,2,5,2,2,7,4,20170919
256,401091004001012,4,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4,0,0,0,0,4,0,2,1,0,0,2,2,20170919
257,401091004001013,6,1,3,2,1,4,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,2,0,6,0,0,0,0,6,0,0,1,2,2,1,5,20170919
258,401091004001014,5,3,2,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,2,3,0,0,0,0,5,0,0,2,0,0,2,3,20170919
259,401091004001015,9,1,6,2,5,2,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,2,0,2,0,2,7,0,0,0,0,8,1,4,0,4,0,3,6,20170919
260,401091004001016,25,4,12,9,14,8,3,0,0,0,1,3,2,2,0,0,1,0,0,0,6,1,3,0,4,1,1,2,23,0,0,0,0,25,0,2,9,9,1,15,10,20170919
261,401091004001017,3,1,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,2,1,1,1,0,0,1,2,20170919
262,401091004001018,3,1,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,3,0,0,0,2,0,0,3,20170919
263,401091004001019,4,0,2,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,0,0,0,0,4,0,1,1,1,1,2,2,20170919
264,401091004002000,16,3,10,3,5,8,3,0,1,1,1,0,0,2,0,0,0,0,0,0,5,2,3,0,1,0,0,1,15,0,0,0,0,16,0,3,4,4,2,9,7,20170919
265,401091004002001,6,2,3,1,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,5,0,0,0,0,6,0,0,1,3,0,2,4,20170919
266,401091004002002,12,3,6,3,5,6,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4,0,2,1,1,5,7,0,0,0,0,12,0,3,0,5,1,5,7,20170919
267,401091004002003,9,5,3,1,1,6,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,3,0,1,0,0,5,3,0,0,0,1,8,1,0,1,2,1,6,3,20170919
268,401091004002004,8,1,5,2,3,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,1,0,0,0,0,2,6,0,0,0,0,8,0,2,3,1,1,3,5,20170919
269,401091004002005,5,0,4,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,4,0,0,0,0,4,1,2,2,1,0,1,4,20170919
270,401091004002006,13,5,5,3,6,6,1,0,0,0,1,0,2,2,1,1,0,0,0,1,3,1,0,0,1,0,0,6,7,0,0,0,0,13,0,2,2,1,3,6,7,20170919
271,401091004002007,2,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,1,0,1,0,1,1,20170919
272,401091004002008,6,4,1,1,2,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,0,6,0,0,0,0,6,0,0,1,1,0,1,5,20170919
273,401091004002009,4,1,3,0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,4,0,0,2,0,1,3,1,20170919
274,401091004002010,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,20170919
275,401091004002011,9,2,6,1,3,5,1,0,0,0,1,0,0,3,0,0,1,0,0,1,2,0,1,0,0,0,0,0,9,0,0,0,0,9,0,3,2,1,1,3,6,20170919
276,401091004002012,12,5,5,2,6,4,2,0,0,0,1,1,1,4,0,0,0,0,0,1,1,0,0,0,2,1,0,5,7,0,0,0,0,12,0,0,4,2,1,7,5,20170919
277,401091004002013,4,0,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,0,1,1,0,2,2,2,20170919
278,401091004002014,13,2,5,6,1,9,3,0,0,0,0,1,1,2,1,0,0,3,0,0,1,1,2,0,1,0,0,5,7,0,0,0,1,12,1,4,3,2,2,6,7,20170919
279,401091004002015,4,1,2,1,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,4,0,1,1,1,0,4,0,20170919
280,401091004002016,6,2,3,1,3,2,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,6,0,0,0,0,6,0,1,1,1,1,3,3,20170919
281,401091004002017,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,20170919
282,401091004002018,3,2,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,3,0,0,1,0,0,1,2,20170919
283,401091004002019,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,1,1,20170919
284,401091004003000,5,1,3,1,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,3,0,0,0,1,4,1,0,2,2,0,2,3,20170919
285,401091004003001,34,10,18,6,8,21,5,0,0,0,2,2,2,5,1,1,2,2,1,1,4,0,6,0,4,0,1,10,24,0,0,0,0,33,1,5,7,9,3,14,20,20170919
286,401091004003002,139,35,76,28,50,76,13,0,1,2,4,10,2,12,1,1,4,1,3,4,22,13,27,2,19,5,6,17,109,0,7,0,6,133,6,26,24,32,22,71,68,20170919
287,401091004003003,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,20170919
288,401091004003004,8,3,4,1,2,4,2,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,2,0,7,0,0,0,1,8,0,1,1,2,1,3,5,20170919
289,401091004003005,4,0,3,1,0,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,4,0,0,1,3,0,2,2,20170919
290,401091004003008,2,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1,1,20170919
291,401091004004000,56,10,32,14,19,27,10,0,1,0,3,3,0,3,1,3,0,0,2,1,4,4,12,1,7,5,6,9,43,0,1,0,3,53,3,6,10,22,8,24,32,20170919
292,401091004004001,12,0,7,5,2,8,2,0,0,0,0,2,0,1,1,0,0,1,1,0,1,1,4,0,0,0,0,0,12,0,0,0,0,12,0,0,4,2,6,5,7,20170919
